formateur,adresse,numero,site,formation_ID,id_formateur
PPA Business School - école de commerce et de management,"28-32 Rue de l'Amiral Mouchez, 75014 Paris",01 40 79 93 90,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjt9piU6bSJAxUBlGgJHcQgNQcYABABGgJ3Zg&co=1&ase=2&gclid=EAIaIQobChMI7faYlOm0iQMVAZRoCR3EIDUHEBAYAiAAEgKiF_D_BwE&ohost=www.google.fr&cid=CAASE-RoMce3inDGiJBxauvG37qJj5Y&sig=AOD64_3zZjS-Zi1b7dIqIRCX2jKmJ5qlvQ&adurl&ctype=99&nis=6,744,604
"All Positive, formation et coaching, spécialiste du ""Marketing de soi""","50 Bd Flandrin, 75116 Paris",06 68 46 43 73,http://www.allpositive.fr/,744,107
ISM - Institut Supérieur du Marketing·Lien consulté,"18-24 Rue Tiphaine, 75015 Paris",01 42 21 02 02,https://www.ism.fr/,744,123
e-CoachDigital - Formateur digital IA,"7 Rue André Bernard, 93110 Rosny-sous-Bois",06 25 27 61 68,https://www.eric-b.pro/,744,124
EFE Formation,"18-24 Rue Tiphaine, 75015 Paris",01 42 21 02 02,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiC88Og6bSJAxXSoGgJHZW8JGsYABAJGgJ3Zg&co=1&ase=2&gclid=EAIaIQobChMIgvPDoOm0iQMV0qBoCR2VvCRrEBAYASAAEgJcrfD_BwE&ohost=www.google.fr&cid=CAASE-RokXl_fwnm4qlgYmzQP6MA5sA&sig=AOD64_1ZSmJk5bEVkp1UOkcQy8hrc46MhA&adurl&ctype=99&nis=6,754,26
CFPJ - Centre de Formation et de Perfectionnement des Journalistes,"18-24 Rue Tiphaine, 75015 Paris",01 42 21 02 02,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiC88Og6bSJAxXSoGgJHZW8JGsYABADGgJ3Zg&co=1&ase=2&gclid=EAIaIQobChMIgvPDoOm0iQMV0qBoCR2VvCRrEBAYAiAAEgKXBPD_BwE&ohost=www.google.fr&cid=CAASE-RokXl_fwnm4qlgYmzQP6MA5sA&sig=AOD64_0-IeWdqwfO7fB9DwGhnLPqghlm8g&adurl&ctype=99&nis=6,754,217
Cegos Paris,"7 Rue Frédérick Lemaître, 75020 Paris",01 55 00 90 02,https://www.cegos.fr/,754,2
Rémanence des mots - Atelier d'écriture créative,"myCowork, 54 Rue Greneta, 75002 Paris",06 59 73 38 36,https://www.remanencedesmots.com/,754,387
Cegos,"19 Rue René Jacques, 92130 Issy-les-Moulineaux",01 55 00 90 90,https://www.cegos.fr/,754,1
GERESO Formation - Paris,"22 Pl. de Catalogne, 75014 Paris",0 800 40 04 60,https://www.gereso.com/,754,61
"Xavier Coach Anti-Procrastination - Formations : gestion du temps, productivité, concentration et motivation","37 Bd de Magenta, 75010 Paris",06 61 51 77 10,https://www.coach-anti-procrastination.com/,774,448
devOp,"47 Rue Richer, 75009 Paris",01 70 38 21 10,http://www.devop.pro/,774,119
EXCELLART - Expert de la reconversion professionnelle (Bilan de compétences & connaissance de soi),"187 Bd Anatole France, 93200 Saint-Denis",06 69 61 78 94,http://www.excellart.fr/,779,605
Formation Excel - Excellers Academy,"147 Av. de France, 75013 Paris",06 51 43 94 52,https://www.excellersacademy.com/,779,185
ExcelForma,"2 Bd de la Libération, 93200 Saint-Denis",01 79 72 74 74,https://www.excelforma.fr/,779,188
Cegos Paris,"7 Rue Frédérick Lemaître, 75020 Paris",01 55 00 90 02,https://www.cegos.fr/,779,2
Cegos Paris,"7 Rue Frédérick Lemaître, 75020 Paris",,https://www.cegos.fr/,785,2
GERESO Formation - Paris,"22 Pl. de Catalogne, 75014 Paris",,https://www.gereso.com/,785,61
Edusign,"3 Rue Cadet, 75009 Paris",,https://edusign.com/,785,606
Comundi,"Immeuble Pleyad 1, 39 Bd Ornano, 93200 Saint-Denis",,https://www.comundi.fr/,785,117
OCT-OPUS Formations,"60 Bd de Sébastopol, 75003 Paris",,http://www.octopus-formations.fr/,790,607
BOOST UP,"Tour CB21, 16 Pl. de l'Iris, 92400 Courbevoie",,https://www.boost-up-training.com/,790,608
Ecole Boost Coaching,"66 Av. des Champs-Élysées, 75008 Paris",,https://boost-coaching.fr/,790,277
Doxa Formation,"6 Rue d'Uzès, 75002 Paris",,http://www.doxaformation.com/,790,609
BOOST MY BIZ,"6 Rue du Dr Albert Schweitzer, 91420 Morangis",,https://boostmybiz.fr/,790,610
EFE Formation,,01 42 21 02 02,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwim7-HP6bSJAxXXrmgJHW-pCBsYABACGgJ3Zg&co=1&ase=2&gclid=EAIaIQobChMIpu_hz-m0iQMV165oCR1vqQgbEBAYASAAEgIrXfD_BwE&ohost=www.google.fr&cid=CAASE-RoeTOAQN7gC_m1M8dytsaeJuQ&sig=AOD64_1Fi1Ze4TGngrzxyK90qHbINCWtjg&adurl&ctype=99&nis=6,791,26
Apprentissage Corps Mémoire,,01 42 59 29 84,https://www.corps-memoire.com/,791,611
DOLFI Formation,,01 42 78 13 83,https://www.dolfi.fr/,791,179
GERESO Formation - Paris,,0 800 40 04 60,https://www.gereso.com/,791,61
Institut Repère,"5 Rue de Conflans, 94220 Charenton-le-Pont",,http://www.institut-repere.com/,796,115
Intuitive Process - Formation Hypnose paris - Sexothérapeute - PNL -EMDR/ REC-SO,"316 Rue Saint-Martin, 75003 Paris",,https://intuitive-process.com/,796,116
Comundi,"Immeuble Pleyad 1, 39 Bd Ornano, 93200 Saint-Denis",,https://www.comundi.fr/,796,117
POTENCIA Formation & Coaching | Efficacité professionnelle,"69 Av. Paul Doumer, 75116 Paris",,http://www.potencia.fr/,796,118
devOp,"47 Rue Richer, 75009 Paris",,http://www.devop.pro/,796,119
Dailliez-formation,"80 Bd de Magenta, 75010 Paris",,http://www.dailliez-formation.fr/,796,120
ISFORM,"5 Rue du Helder, 75009 Paris",,http://www.institut-superieur-formation.fr/,796,122
Process Influence,process-influence.com,,,796,121
Cameraprogress FORMATION DAVINCI RESOLVE et PHOTOSHOP en individuel ou intra-entreprise,"7 Cité de Gènes, 75020 Paris",,https://cameraprogress.com/,797,106
Cegos Paris,"7 Rue Frédérick Lemaître, 75020 Paris",,https://www.cegos.fr/,797,2
CNFCE,"38 Rue des Mathurins, 75008 Paris",,https://www.cnfce.com/,797,57
Institut Repère,"5 Rue de Conflans, 94220 Charenton-le-Pont",,http://www.institut-repere.com/,797,115
Centre de Formation Professionnelle Continue en Ostéopathie et Thérapies Manuelles,"11 Rue de la Vistule, 75013 Paris",,https://www.cfpco.fr/,797,612
Cegos,"19 Rue René Jacques, 92130 Issy-les-Moulineaux",,https://www.cegos.fr/,797,1
Formation commerciale et managériale à Charenton le Pont - Booster Academy,"5 Rue de Conflans, 94220 Charenton-le-Pont",,https://www.booster-academy.fr/centres-de-formation/charenton-le-pont/,797,613
Lefebvre Dalloz Compétences (Formation),"10 Pl. des Vosges, 92400 Courbevoie",,https://formation.lefebvre-dalloz.fr/,797,168
Proformation,"6 Rue de Braque, 75003 Paris",,https://proformation.fr/,800,189
Ateliers d'écriture avec des écrivains | Ateliers Bohaime,"90 Bd Richard-Lenoir, 75011 Paris",,,800,614
Cegos Paris,"7 Rue Frédérick Lemaître, 75020 Paris",,https://www.cegos.fr/,800,2
Solpedinn | Formation Excel & bureautique,"174 Quai de Jemmapes, 75010 Paris",,http://solpedinn.com/,800,184
INTERAVENIR,interavenir.fr,,https://www.interavenir.fr/,800,591
Drop Academy Pantin - Formations TAXI / VTC / VMDTR / Stage récupération de points,"196 Av. Jean Lolive, 93500 Pantin",,https://dropacademy.fr/,800,615
Meteor,calendly.com,,https://www.meteorconseil.fr/,800,616
Cegos,"19 Rue René Jacques, 92130 Issy-les-Moulineaux",,https://www.cegos.fr/,800,1
EFE Formation,"18-24 Rue Tiphaine, 75015 Paris",,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjRwqeK6rSJAxVhqWgJHUWbATMYABAAGgJ3Zg&co=1&ase=2&gclid=EAIaIQobChMI0cKniuq0iQMVYaloCR1FmwEzEBAYASAAEgJdqPD_BwE&ohost=www.google.fr&cid=CAASE-RoxEAvcF_dZkw448dK9cojYYU&sig=AOD64_2TNxH4hmrztA51L6xz7g0WSjnGeg&adurl&ctype=99&nis=6,814,26
Centre Européen de la Négociation,"10 Rue de Penthièvre, 75008 Paris",,https://cenego.com/,814,35
devOp,"47 Rue Richer, 75009 Paris",,http://www.devop.pro/,814,119
Cegos Paris,"7 Rue Frédérick Lemaître, 75020 Paris",,https://www.cegos.fr/,814,2
Cegos,"19 Rue René Jacques, 92130 Issy-les-Moulineaux",,https://www.cegos.fr/,814,1
IGS Insertion Inclusion,"7 Rue Pierre Dupont, 75010 Paris",,https://www.igs-insertion-inclusion.fr/,814,402
ib Cegos Formation informatique Paris,"1 Pl. de la Pyramide, 92800 Puteaux",,https://www.ib-formation.fr/,814,132
L'invisible essentiel,invisible-essentiel.com,,https://invisible-essentiel.com/,814,617
"La Boîte aux Images : media training, formations prise de parole, profils AEC DISC","6 Rue de Laborde, 75008 Paris",,https://www.mediatraining-formation.fr/,818,364
Letmotiv - Prise de parole en public,"10 Rue de la Paix, 75002 Paris",,https://calendly.com/letmotiv/premier-contact,818,384
Potentials - Formations et bilans de compétences,"21 Rue d'Aboukir, 75002 Paris",,https://www.potentials.fr/,818,391
"Jean-Corentin Poisson - Formation / Coaching en Prise de Parole, Pitch et Art Oratoire",aguere.fr,,https://aguere.fr/,818,385
ART ORATOIRE ET PRISE DE PAROLE EN PUBLIC /Coaching et formation à,"105 Rue du Théâtre, 75015 Paris",,,818,377
"inventiO formations & coaching : Prise de parole en public, art oratoire, éloquence et stratégies","3 Av. de Bouvines, 75011 Paris",,https://www.josephrottner-inventio.com/,818,381
"Coach de vos Talents : Coaching Prise de parole en public, Media Training & Communication",coachdevostalents.com,,https://www.coachdevostalents.com/,818,392
UNFOLD ME - Prise de parole en public,"53 Rue de l'Amiral Mouchez, 75013 Paris",,http://www.unfoldme.fr/,818,393
EnglishBooster,"11 Bd de Sébastopol, 75001 Paris",,https://englishbooster.com/,820,618
Speakup English Coaching : Cours d'anglais Paris - Formations à distance.,"59 Rue de Ponthieu, 75008 Paris",,https://speakup-englishcoaching.com/,820,619
INSECC - Ecole de Comptabilité et Gestion,"32 Rue de Paradis, 75010 Paris",01 48 74 16 90,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiv2Oug6rSJAxUPPwYAHZhXKPgYABABGgJ3cw&co=1&ase=2&gclid=EAIaIQobChMIr9jroOq0iQMVDz8GAB2YVyj4EBAYASAAEgIRLvD_BwE&ohost=www.google.fr&cid=CAASE-Roox5HeVXv657YExOeWN1Iu0k&sig=AOD64_13HiW5av52f7ocbtGuzFnzT8sbGg&adurl&ctype=99&nis=6,824,175
DFCG Formation,"13 Rue Paul Valéry, 75116 Paris",01 42 27 93 33,https://www.dfcg.fr/formations/catalogue-de-formations/,824,479
First Finance,"7 Rue Beaujon, 75008 Paris",01 44 53 75 75,https://www.first-finance.fr/,824,154
CEFIOB Formation Banque Finance Assurance Immobilier,"91 Rue du Faubourg Saint-Honoré, 75008 Paris",01 88 32 15 06,https://cefiob.fr/,824,162
"CNAM - EFAB Economie, Finance, Assurance et Banque","Case EPN09, 40 Rue des Jeuneurs J, 75002 Paris",01 58 80 87 43,http://efab.cnam.fr/,824,155
INSECC - Ecole de Comptabilité et Gestion,"32 Rue de Paradis, 75010 Paris",,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjy5fql6rSJAxVmW0ECHdnGGTQYABANGgJ3cw&co=1&ase=2&gclid=EAIaIQobChMI8uX6peq0iQMVZltBAh3Zxhk0EBAYASAAEgJkxPD_BwE&ohost=www.google.fr&cid=CAASE-Ro7CHQUKfb2ihBc6JpSuyO7ME&sig=AOD64_0p6hiVnbmBxEPckP-l3SikJDYfIw&adurl&ctype=99&nis=6,825,175
Centre de Formation Professionnelle Softec - Paris,"100 Rue La Fayette, 75010 Paris",,http://www.softec.fr/centre-formation-paris,825,20
"Cours - Stages - Formation Bureautique, PAO, Comptabilité - Paris","3 Pl. de la République, 75003 Paris",,http://formation-bureautique-pao-comptabilite.fr/,825,394
Groupe GEFOR,"7 Rue du Louvre, 75001 Paris",,http://www.gefor.com/,825,22
SO CONSEIL & FORMATION - Experte du développement des organismes de formation,"10 Rue de la Paix, 75002 Paris",,https://soconseil-formation.com/,825,268
France Gestion - OMGA,"50 Ter Rue de Malte, 75011 Paris",,https://www.france-gestion.fr/,825,157
BusinessDigital.fr Formation Intelligence Artificielle,"55 Bd Vincent Auriol Station F, 75013 Paris",,https://www.businessdigital.fr/,825,23
Finance Training,"Maison des ESSEC, 70 Rue Cortambert, 75116 Paris",,http://finance-training.fr/,825,159
EXCILIO,"29 Rue du Colisée, 75008 Paris",,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjfsfWs6rSJAxWDimgJHXNoIREYABADGgJ3Zg&co=1&ase=2&gclid=EAIaIQobChMI37H1rOq0iQMVg4poCR1zaCEREBAYASAAEgLiV_D_BwE&ohost=www.google.fr&cid=CAASE-RoYm6fUav4fVn98UX-zluidUY&sig=AOD64_0k7JCbYOIL2vGimpul9Mp0KWhcIg&adurl&ctype=99&nis=6,826,620
Centre de Formation Professionnelle Softec - Paris,"100 Rue La Fayette, 75010 Paris",,http://www.softec.fr/centre-formation-paris,826,20
"Cours - Stages - Formation Bureautique, PAO, Comptabilité - Paris","3 Pl. de la République, 75003 Paris",,http://formation-bureautique-pao-comptabilite.fr/,826,394
CNAM - INTEC Institut National des Techniques Économique et Comptable,"292 Rue Saint-Martin, 75003 Paris",,http://intec.cnam.fr/formations-a-la-comptabilite-au-controle-de-gestion-et-a-l-audit-821278.kjsp,826,395
ProCompta,"5 bis Rue Auguste Comte, 75006 Paris",,https://www.pro-compta.fr/,826,399
CréActifs - Formation pour Entrepreneurs,"32 Rue de Mogador, 75009 Paris",,https://www.creactifs.com/,826,309
Ines Expertise : École d'expertise comptable à Paris,"34 Bd Haussmann, 75009 Paris",,https://ines-expertise.fr/,826,621
INSECC - Ecole de Comptabilité et Gestion,"32 Rue de Paradis, 75010 Paris",,http://www.insecc.fr/,826,175
INSECC - Ecole de Comptabilité et Gestion,"32 Rue de Paradis, 75010 Paris",,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjomPm06rSJAxV4SUECHe6ZLNMYABADGgJ3cw&co=1&ase=2&gclid=EAIaIQobChMI6Jj5tOq0iQMVeElBAh3umSzTEBAYASAAEgJoe_D_BwE&ohost=www.google.fr&cid=CAASE-RoaosFFrDFCHN9YQZOp4tlWiQ&sig=AOD64_0zYJVWb3WzO6NnX-k5RidTXZutyA&adurl&ctype=99&nis=6,828,175
IE University - France Office,"20 Rue Cambon, 75001 Paris",,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjomPm06rSJAxV4SUECHe6ZLNMYABAkGgJ3cw&co=1&ase=2&gclid=EAIaIQobChMI6Jj5tOq0iQMVeElBAh3umSzTEBAYAiAAEgJe8vD_BwE&ohost=www.google.fr&cid=CAASE-RoaosFFrDFCHN9YQZOp4tlWiQ&sig=AOD64_2hoqvyFMiqRZ-gaS0th8IpCsobKg&adurl&ctype=99&nis=6,828,622
ESG Executive,"35 Av. Philippe Auguste, 75011 Paris",,https://www.esg-executive.fr/?utm_source=google&utm_medium=organic&utm_campaign=gmb,828,8
GES Executive Education,"11 Rue Erard, 75012 Paris",,,828,623
Euridis Sales Academy,"7 Rue Moncey, 75009 Paris",,https://euridis-salesacademy.com/,828,280
Effigest Formation,"62 Rue de Caumartin, 75009 Paris",,http://www.effigestformation.com/,828,36
IFG Executive Education,"90 Espl. du Général de Gaulle, 92400 Courbevoie",,http://www.ifgexecutive.com/,828,624
Executive Education Dauphine-PSL,"Pl. du Maréchal de Lattre de Tassigny, 75016 Paris",,https://executive-education.dauphine.psl.eu/,828,625
EFE Formation,"18-24 Rue Tiphaine, 75015 Paris",01 42 21 02 02,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwi5gvm86rSJAxVROAYAHWF8CvQYABACGgJ3cw&co=1&ase=2&gclid=EAIaIQobChMIuYL5vOq0iQMVUTgGAB1hfAr0EBAYASAAEgI1QfD_BwE&ohost=www.google.fr&cid=CAASE-RocnUcT5pJMZlav0PnFQBKH78&sig=AOD64_18dV0nc6dhBKG4m6ZnXsRcDdKT4w&adurl&ctype=99&nis=6,830,26
INSECC - Ecole de Comptabilité et Gestion,"32 Rue de Paradis, 75010 Paris",01 48 74 16 90,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwi5gvm86rSJAxVROAYAHWF8CvQYABABGgJ3cw&co=1&ase=2&gclid=EAIaIQobChMIuYL5vOq0iQMVUTgGAB1hfAr0EBAYAiAAEgLHcfD_BwE&ohost=www.google.fr&cid=CAASE-RocnUcT5pJMZlav0PnFQBKH78&sig=AOD64_2RS675b4Vahp7fgffwDmF57l2Oxg&adurl&ctype=99&nis=6,830,175
Institut Français de l'Audit et du Contrôle Internes I.F.A.C.I,"98 Bis Bd Haussmann, 75008 Paris",01 40 08 48 00,http://www.ifaci.com/,830,626
CNFSE - Formation Habilitation électrique sur Paris & Ile de France,"231 Rue Saint-Honoré, 75001 Paris",01 84 16 38 25,https://habilitations-electrique.fr/,830,87
GERESO Formation - Paris,"22 Pl. de Catalogne, 75014 Paris",0 800 40 04 60,https://www.gereso.com/,830,61
INSECC - Ecole de Comptabilité et Gestion,"32 Rue de Paradis, 75010 Paris",,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjx44HF6rSJAxVHqWgJHW8HDo0YABAHGgJ3Zg&co=1&ase=2&gclid=EAIaIQobChMI8eOBxeq0iQMVR6loCR1vBw6NEBAYASAAEgLNgfD_BwE&ohost=www.google.fr&cid=CAASE-RoCeyKBnfSPLeMKV_BJtFhNks&sig=AOD64_0wtpwQeU8skoliNcUU07Pgve2YSQ&adurl&ctype=99&nis=6,836,175
Centre de Formation Professionnelle Softec - Paris,"100 Rue La Fayette, 75010 Paris",,http://www.softec.fr/centre-formation-paris,836,20
CEFIOB Formation Banque Finance Assurance Immobilier,"91 Rue du Faubourg Saint-Honoré, 75008 Paris",,https://cefiob.fr/,836,162
C.F.P.A Centre Formation et Perfectionnement à l'Achat,"10 Rue des Boulets, 75011 Paris",,http://www.cfpa-formation.fr/,836,27
"CNAM - EFAB Economie, Finance, Assurance et Banque","Case EPN09, 40 Rue des Jeuneurs J, 75002 Paris",,http://efab.cnam.fr/,836,155
Finance Training,"Maison des ESSEC, 70 Rue Cortambert, 75116 Paris",,http://finance-training.fr/,836,159
Lefebvre Dalloz Compétences (Formation),"10 Pl. des Vosges, 92400 Courbevoie",,https://formation.lefebvre-dalloz.fr/,836,168
EFE Formation,"18-24 Rue Tiphaine, 75015 Paris",,https://www.efe.fr/,836,26
INSECC - Ecole de Comptabilité et Gestion,"32 Rue de Paradis, 75010 Paris",01 48 74 16 90,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjXnNnL6rSJAxVDR0ECHU7FJzMYABAEGgJ3cw&co=1&ase=2&gclid=EAIaIQobChMI15zZy-q0iQMVQ0dBAh1OxSczEBAYASAAEgJVHfD_BwE&ohost=www.google.fr&cid=CAASE-RoXUeQIt3eT-ZPAYfEb8yGQQw&sig=AOD64_0Hqa-9lZlvQqYSVp3DuxVlEmzbtA&adurl&ctype=99&nis=6,837,175
EFE Formation,"18-24 Rue Tiphaine, 75015 Paris",01 42 21 02 02,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjXnNnL6rSJAxVDR0ECHU7FJzMYABAAGgJ3cw&co=1&ase=2&gclid=EAIaIQobChMI15zZy-q0iQMVQ0dBAh1OxSczEBAYAiAAEgKkGvD_BwE&ohost=www.google.fr&cid=CAASE-RoXUeQIt3eT-ZPAYfEb8yGQQw&sig=AOD64_2tsSBvPfforpb_2XNXXx1OJLx15A&adurl&ctype=99&nis=6,837,26
CEFIOB Formation Banque Finance Assurance Immobilier,"91 Rue du Faubourg Saint-Honoré, 75008 Paris",01 88 32 15 06,https://cefiob.fr/,837,162
Centre de Formation Professionnelle Softec - Paris,"100 Rue La Fayette, 75010 Paris",07 56 91 76 99,http://www.softec.fr/centre-formation-paris,837,20
FINANCE TRAINING,"36 Rue Scheffer, 75116 Paris",06 61 73 67 43,,837,158
Finance Training,"Maison des ESSEC, 70 Rue Cortambert, 75116 Paris",,http://finance-training.fr/,837,159
Finances & Pédagogie,"5 Rue Masseran, 75007 Paris",01 58 40 41 91,http://www.finances-pedagogie.fr/,837,627
First Finance,"7 Rue Beaujon, 75008 Paris",01 44 53 75 75,https://www.first-finance.fr/,837,154
Association Française des Trésoriers d' Entreprise (AFTE),"46 Rue d'Amsterdam 3e étage, 75009 Paris",,https://www.afte.com/,839,628
gestion-tresorerie,"95 Bd Haussmann, 75008 Paris",,http://gestion-tresorerie.fr/,839,629
First Finance,"7 Rue Beaujon, 75008 Paris",,https://www.first-finance.fr/,839,154
EFE Formation,"18-24 Rue Tiphaine, 75015 Paris",,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjTrY_Y6rSJAxVadkECHVHCNJAYABAGGgJ3cw&co=1&ase=2&gclid=EAIaIQobChMI062P2Oq0iQMVWnZBAh1RwjSQEBAYASAAEgLCTvD_BwE&ohost=www.google.fr&cid=CAASE-RoQeXfwum3H3R9BIH-a21_A60&sig=AOD64_24u-gP9hq1i3c7OSh0rMzc-BlVsg&adurl&ctype=99&nis=6,842,26
First Finance,"7 Rue Beaujon, 75008 Paris",,https://www.first-finance.fr/,842,154
"CNAM - EFAB Economie, Finance, Assurance et Banque","Case EPN09, 40 Rue des Jeuneurs J, 75002 Paris",,http://efab.cnam.fr/,842,155
C.F.P.A Centre Formation et Perfectionnement à l'Achat,"10 Rue des Boulets, 75011 Paris",,http://www.cfpa-formation.fr/,842,27
France Gestion - OMGA,"50 Ter Rue de Malte, 75011 Paris",,https://www.france-gestion.fr/,842,157
Afges,"29 Rue Lauriston, 75116 Paris",,http://www.afges.com/,842,156
Finance Training,"Maison des ESSEC, 70 Rue Cortambert, 75116 Paris",,http://finance-training.fr/,842,159
FINANCE TRAINING,"36 Rue Scheffer, 75116 Paris",,,842,158
Lefebvre Dalloz Compétences (Formation),"10 Pl. des Vosges, 92400 Courbevoie",,https://formation.lefebvre-dalloz.fr/,844,168
EFE Formation,"18-24 Rue Tiphaine, 75015 Paris",,https://www.efe.fr/,844,26
KeepSchool - Formation Professionnelle,"40 Rue du Louvre, 75001 Paris",,https://keepschool.com/,844,169
Jedha Bootcamp - Formation Data Analyst et Data Scientist,"7 Rue des Filles du Calvaire, 75003 Paris",,https://www.jedha.co/campus/paris?utm_source=gmb&utm_medium=social&utm_campaign=paris-data,844,170
SKY CO Formation Retail,skyco.fr,,https://www.skyco.fr/,844,171
Cegos Paris,"7 Rue Frédérick Lemaître, 75020 Paris",,https://www.cegos.fr/,844,2
Texageres,"34 Rue Laffitte, 75009 Paris",,https://www.texageres.com/,844,172
Proactive Academy,"81 Bd de Clichy, 75009 Paris",,http://proactiveacademy.fr/,844,173
Digital Training Factory,"201 Rue Saint-Martin, 75003 Paris",,https://digitaltrainingfactory.paris/,847,149
L'école du digital,"126 Bd Haussmann, 75008 Paris",,https://www.lecole-du-digital.fr/acceuil-lecole-du-digital,847,322
DigitalAcademy,"17 Rue du Faubourg Montmartre, 75009 Paris",,https://www.digitalacademy.fr/,847,320
Digital Campus Paris,"8 bis Rue de la Fontaine au Roi, 75011 Paris",,https://www.digital-campus.fr/ecole/paris?utm_source=google&utm_medium=organic&utm_campaign=gmb,847,323
BusinessDigital.fr Formation Intelligence Artificielle,"55 Bd Vincent Auriol Station F, 75013 Paris",,https://www.businessdigital.fr/,847,23
L' Atelier Digital,"3 Rue Popincourt, 75011 Paris",,https://latelierdigital.paris/,847,150
The Digital Genius,"23 Rue Richer, 75009 Paris",,https://thedigitalgenius.fr/,847,324
Digital Formations,"1 Pl. Paul Verlaine, 92100 Boulogne-Billancourt",,https://digital-formations.fr/,847,151
Indigo Blockchain School,"13 Rue de la Fontaine au Roi, 75011 Paris",,https://indigo-blockchain-school.com/,848,630
Blockchain Business School,"7 Rue Pablo Neruda, 92300 Levallois-Perret",,http://www.bbschool.fr/,848,631
La Chaintech - Association Francophone Blockchain,"176 Boulevard de Charonne, 75020 Paris",,,848,632
INSECC - Ecole de Comptabilité et Gestion,"32 Rue de Paradis, 75010 Paris",01 48 74 16 90,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjRzo_z6rSJAxV1PgYAHVLTNo4YABAEGgJ3cw&co=1&ase=2&gclid=EAIaIQobChMI0c6P8-q0iQMVdT4GAB1S0zaOEBAYASAAEgI14fD_BwE&ohost=www.google.fr&cid=CAASE-Ron1KjE5HyhTFEcT0Q2qEpdZE&sig=AOD64_2o8K-7LKMR3tVq7vZJ_m6oV43Vcg&adurl&ctype=99&nis=6,850,175
EFE Formation,"18-24 Rue Tiphaine, 75015 Paris",01 42 21 02 02,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjRzo_z6rSJAxV1PgYAHVLTNo4YABADGgJ3cw&co=1&ase=2&gclid=EAIaIQobChMI0c6P8-q0iQMVdT4GAB1S0zaOEBAYAiAAEgLusPD_BwE&ohost=www.google.fr&cid=CAASE-Ron1KjE5HyhTFEcT0Q2qEpdZE&sig=AOD64_17i5QTI42oYjBKsxB8juIV9XcqfA&adurl&ctype=99&nis=6,850,26
CEFIOB Formation Banque Finance Assurance Immobilier,"91 Rue du Faubourg Saint-Honoré, 75008 Paris",01 88 32 15 06,https://cefiob.fr/,850,162
FINANCE TRAINING,"36 Rue Scheffer, 75116 Paris",06 61 73 67 43,,850,158
"CNAM - EFAB Economie, Finance, Assurance et Banque","Case EPN09, 40 Rue des Jeuneurs J, 75002 Paris",01 58 80 87 43,http://efab.cnam.fr/,850,155
First Finance,"7 Rue Beaujon, 75008 Paris",01 44 53 75 75,https://www.first-finance.fr/,850,154
Finance Training,"Maison des ESSEC, 70 Rue Cortambert, 75116 Paris",,http://finance-training.fr/,850,159
Top Finance,"44 Rue de Miromesnil, 75008 Paris",01 87 24 01 50,https://top-finance.net/fr/,850,480
EFE Formation,"18-24 Rue Tiphaine, 75015 Paris",,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjn0KT96rSJAxXXrmgJHW-pCBsYABALGgJ3Zg&co=1&ase=2&gclid=EAIaIQobChMI59Ck_eq0iQMV165oCR1vqQgbEBAYASAAEgKS8fD_BwE&ohost=www.google.fr&cid=CAASE-RonOACh8KvqWn5vFA-tEDzalw&sig=AOD64_0pnopseRgP8Pzyh6TaQv3CbsMd4w&adurl&ctype=99&nis=6,856,26
INSECC - Ecole de Comptabilité et Gestion,"32 Rue de Paradis, 75010 Paris",,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjn0KT96rSJAxXXrmgJHW-pCBsYABAAGgJ3Zg&co=1&ase=2&gclid=EAIaIQobChMI59Ck_eq0iQMV165oCR1vqQgbEBAYAiAAEgKjXPD_BwE&ohost=www.google.fr&cid=CAASE-RonOACh8KvqWn5vFA-tEDzalw&sig=AOD64_3JR6S7iwwmitAU5wgD7q_PTrJ1iw&adurl&ctype=99&nis=6,856,175
CEFIOB Formation Banque Finance Assurance Immobilier,"91 Rue du Faubourg Saint-Honoré, 75008 Paris",,https://cefiob.fr/,856,162
First Finance,"7 Rue Beaujon, 75008 Paris",,https://www.first-finance.fr/,856,154
