ID_FORMATION,DOMAINE_CATGEGORIE,SOUS_DOMAINE_CATEGORIE,FORMATION_COURS
816,Efficacité professionnelle,Réunion - Intelligence collective,Résolution de problème et prise de décision 
817,Efficacité professionnelle,Réunion - Intelligence collective,3h chrono pour faire un plan d'actions efficace 
821,Efficacité professionnelle,Communication écrite,3h chrono pour gagner en assurance dans ses écrits grâce à l'écriture créative 
822,Efficacité professionnelle,Communication écrite,Optimiser ses écrits professionnels grâce à l’IA 
823,Efficacité professionnelle,Gestion du temps,3h chrono pour se protéger des risques de l’hyperconnexion 
827,Finance - Trésorerie,Finance - Trésorerie,Credit manager 
829,Finance - Trésorerie,Finance - Trésorerie,Directeur financier : améliorer la performance de votre fonction 
831,Finance - Trésorerie,Finance - Trésorerie,Piloter la performance d'un centre de profit 
832,Finance - Trésorerie,Finance - Trésorerie,Intégrer la RSE dans le pilotage financier 
833,Finance - Trésorerie,Finance - Trésorerie,Réussir son business plan 
834,Finance - Trésorerie,Finance - Trésorerie,Business plan financier 
835,Finance - Trésorerie,Finance - Trésorerie,Pratiquer l'analyse financière 
838,Finance - Trésorerie,Finance - Trésorerie,Analyse financière des comptes consolidés et normes IFRS 
840,Finance - Trésorerie,Finance - Trésorerie,Gestion de trésorerie devises et du risque de change 
841,Finance - Trésorerie,Finance - Trésorerie,Les fondamentaux des marchés financiers 
843,Finance - Trésorerie,Finance - Trésorerie,Ingénierie financière des opérations sur capitaux propres 
845,Finance - Trésorerie,Finance - Trésorerie,Évaluer une entreprise - Niveau 2 
846,Finance - Trésorerie,Finance - Trésorerie,L'essentiel des financements structurés 
849,Finance - Trésorerie,Finance - Trésorerie,Les fondamentaux de l'intelligence artificielle et du big data 
851,Finance - Trésorerie,Finance - Gestion pour non-spécialistes,Finance pour non-financiers 
852,Finance - Trésorerie,Finance - Gestion pour non-spécialistes,Lire et analyser un bilan et un compte de résultat 
853,Finance - Trésorerie,Finance - Gestion pour non-spécialistes,Lire et analyser les comptes d'une association 
854,Finance - Trésorerie,Finance - Gestion pour non-spécialistes,Réussir son business plan 
855,Finance - Trésorerie,Finance - Gestion pour non-spécialistes,Les fondamentaux des marchés financiers 
862,Finance - Trésorerie,Gestion des associations,Lire et analyser les comptes d'une association 
864,Finance - Trésorerie,Risque-client et contentieux,Credit manager 
865,Finance - Trésorerie,Risque-client et contentieux,L'essentiel de la gestion du risque et du crédit client 
868,Finance - Trésorerie,Risque-client et contentieux,Relancer les factures pour accélérer les encaissements 
869,Finance - Trésorerie,Risque-client et contentieux,Pratique du contentieux client 
870,Finance - Trésorerie,Risque-client et contentieux,Le recouvrement judiciaire des créances client 
505,Direction de l'entreprise,Leadership,Biais Inconscients 
507,Direction de l'entreprise,Leadership,Les clés du leadership personnel 
509,Direction de l'entreprise,Leadership,Renforcer la performance collective de son équipe 
510,Direction de l'entreprise,Gérer son patrimoine,Les fondamentaux de la gestion de patrimoine 
511,Direction de l'entreprise,Gérer son patrimoine,Perfectionnement à la fiscalité du patrimoine 
512,Direction de l'entreprise,Gérer son patrimoine,Tout savoir sur l'assurance-vie 
514,Direction de l'entreprise,Gérer son patrimoine,Les fondamentaux des marchés financiers 
516,Direction de l'entreprise,Direction - Management,Projets immobiliers et Flex Office 
517,Direction de l'entreprise,Direction - Management,Management collaboratif et performance collective 
518,Direction de l'entreprise,Direction - Management,Atelier : les 6 compétences du manager leader 
519,Direction de l'entreprise,Direction - Management,Manager : impulser un état d'esprit agile dans son équipe 
526,Direction de l'entreprise,Digitalisation et intelligence artificielle,3h chrono pour se sensibiliser à l'intelligence artificielle et à ChatGPT 
527,Direction de l'entreprise,Digitalisation et intelligence artificielle,Piloter un projet d'intelligence artificielle 
528,Direction de l'entreprise,Digitalisation et intelligence artificielle,Maitriser les aspects juridiques et éthiques de l'intelligence artificielle 
529,Direction de l'entreprise,Digitalisation et intelligence artificielle,Chef de projet intelligence artificielle 
530,Direction de l'entreprise,Ressources humaines,Entraînement pratique à la gestion des situations sexistes et discriminatoires 
532,Direction de l'entreprise,Leadership,Réinventer son leadership dans un monde en mutation 
533,Droit des affaires,Formation juridique - Droit des sociétés,L'essentiel du droit des affaires pour non-juristes 
534,Droit des affaires,Formation juridique - Droit des sociétés,Droit des sociétés pour cadres non-juristes 
538,Droit des affaires,Droit des contrats et obligations légales,Les bases du droit du contrat commercial 
540,Droit des affaires,Droit des contrats et obligations légales,Droit des contrats et aspects juridiques des achats 
541,Droit des affaires,Droit des contrats et obligations légales,Les aspects juridiques des achats internationaux 
542,Droit des affaires,Droit des contrats et obligations légales,Comprendre le cadre juridique des opérations internationales 
544,Droit des affaires,Droit des contrats et obligations légales,Services généraux : anticiper les risques sur le plan juridique 
546,Droit social,Droit du travail et relations sociales,"Rupture Conventionnelle Collective, Plan de Départ Volontaire et PSE "
547,Droit social,Droit du travail et relations sociales,Recrutement et non-discrimination à l’embauche : formation obligatoire 
548,Droit social,Droit du travail et relations sociales,L'essentiel du droit du travail pour la fonction RH - Niveau 1 
551,Droit social,Droit du travail et relations sociales,"La pratique des contrats de travail : CDI, intérim, CDD… "
552,Droit social,Droit du travail et relations sociales,Gérer la rupture du contrat de travail 
553,Droit social,Droit du travail et relations sociales,L'essentiel du droit du travail pour la fonction RH - Niveau 2 
554,Droit social,Droit du travail et relations sociales,Diversification des relations contractuelles de travail : sécuriser ses pratiques 
557,Droit social,Relations sociales,Présider et animer la Commission Santé Sécurité et Conditions de Travail - CSSCT 
558,Droit social,Relations sociales,Piloter les relations sociales 
559,Droit social,Relations sociales,Présider et animer le CSE – Entreprises de 11 à 49 salariés 
560,Droit social,Relations sociales,Présider et animer le CSE - Organisations de plus de 50 salariés 
561,Droit social,Relations sociales,Améliorer le climat social et gérer les éventuels conflits 
564,Droit social,Relations sociales,RH : réussir la mise en place du télétravail 
566,Droit social,Relations sociales,Dialogue social dans le secteur public 
567,Droit social,"Formation des élu(e)s : CSE, CSSCT…",Formation pratique des élu(e)s du CSE - Entreprises de 11 à 49 salariés 
568,Droit social,"Formation des élu(e)s : CSE, CSSCT…",Formation pratique des élu(e)s du CSE - Entreprises de plus de 50 salariés 
570,Droit social,"Formation des élu(e)s : CSE, CSSCT…","CSE (Entreprises 11 à 49) Formation initiale en santé, sécurité et conditions de travail "
574,Droit social,"Santé et qualité de vie au travail, risques psychosociaux ",Bien-être au travail et prévention des risques psychosociaux 
577,Droit social,"Santé et qualité de vie au travail, risques psychosociaux ",Prévenir et faire face aux agissements sexistes et au harcèlement sexuel au travail 
578,Droit social,"Santé et qualité de vie au travail, risques psychosociaux ",Prévenir et faire face au harcèlement moral 
579,Droit social,"Santé et qualité de vie au travail, risques psychosociaux ","CSE (Entreprises 11 à 49) Formation initiale en santé, sécurité et conditions de travail "
583,Droit social,"Santé et qualité de vie au travail, risques psychosociaux ",Présider et animer la Commission Santé Sécurité et Conditions de Travail - CSSCT 
584,Droit social,"Santé et qualité de vie au travail, risques psychosociaux ",Engager sa démarche de qualité de vie au travail 
587,Droit social,Relations sociales,Améliorer le climat social et gérer les conflits 
588,Droit social,"Formation des élu(e)s : CSE, CSSCT",Formation pratique des élu(e)s du CSE - Entreprises de 11 à 49 salariés 
589,Droit social,"Formation des élu(e)s : CSE, CSSCT",Formation pratique des élu(e)s du CSE - Entreprises de plus de 50 salariés 
591,Droit social,"Formation des élu(e)s : CSE, CSSCT","CSE (Entreprises 11 à 49) Formation initiale en santé, sécurité et conditions de travail "
595,Droit social,"Santé et qualité de vie au travail, risques psychosociaux",Qualité de vie au travail : engager sa démarche 
596,Droit social,"Santé et qualité de vie au travail, risques psychosociaux",Bien-être au travail et prévention des risques psychosociaux 
599,Droit social,"Santé et qualité de vie au travail, risques psychosociaux",Prévenir et faire face au harcèlement moral 
600,Droit social,"Santé et qualité de vie au travail, risques psychosociaux",Prévenir et faire face aux agissements sexistes et au harcèlement sexuel au travail 
601,Droit social,"Santé et qualité de vie au travail, risques psychosociaux",Entraînement pratique à la gestion des situations sexistes et discriminatoires 
602,Droit social,"Santé et qualité de vie au travail, risques psychosociaux","CSE (Entreprises 11 à 49) Formation initiale en santé, sécurité et conditions de travail "
606,Droit social,"Santé et qualité de vie au travail, risques psychosociaux",Présider et animer la Commission Santé Sécurité et Conditions de Travail - CSSCT 
608,Développement personnel,Affirmation de soi,S’affirmer dans ses relations professionnelles - Assertivité les bases 
609,Développement personnel,Affirmation de soi,"3h chrono pour s’affirmer : faire une demande efficace, faire une critique constructive "
610,Développement personnel,Affirmation de soi,Maîtrise et affirmation de soi - Assertivité niveau 1 
611,Développement personnel,Affirmation de soi,S’affirmer et sortir des conflits au quotidien - Assertivité niveau 2 
612,Développement personnel,Affirmation de soi,S'affirmer sereinement en toutes circonstances - Assertivité niveau 3 
613,Développement personnel,Affirmation de soi,6 outils essentiels de développement personnel 
614,Développement personnel,Affirmation de soi,Biais Inconscients 
617,Développement personnel,Estime et confiance en soi,Gagner en assurance avec les techniques du théâtre 
618,Développement personnel,Estime et confiance en soi,"L'estime de soi, source de l'efficacité professionnelle "
619,Développement personnel,Estime et confiance en soi,"Spécial Cadres : L'estime de soi, source de l'efficacité professionnelle "
620,Développement personnel,Connaissance de soi et des autres,Découvrir son fonctionnement avec le MBTI® 
621,Développement personnel,Connaissance de soi et des autres,Mieux se connaître pour mieux travailler avec les autres 
622,Développement personnel,Connaissance de soi et des autres,Spécial Cadres : Approfondir la connaissance de soi-même et des autres 
623,Développement personnel,Connaissance de soi et des autres,Approfondir la connaissance de soi-même et des autres 
624,Développement personnel,Connaissance de soi et des autres,Créer un climat de confiance avec ses clients 
626,Développement personnel,Gestion du stress,Gérer son stress 
627,Développement personnel,Gestion du stress,Spécial Cadres : Gérer son stress efficacement et pour longtemps 
628,Développement personnel,Gestion du stress,Gérer son stress efficacement et pour longtemps 
629,Développement personnel,Gestion du stress,Gagner en bien-être au travail 
630,Développement personnel,Gestion du stress,3h chrono pour découvrir 3 outils de bien-être au travail 
631,Développement personnel,Gestion des émotions,Gérer ses émotions 
632,Développement personnel,Gestion des émotions,Gérer les émotions et les conflits 
633,Développement personnel,Gestion des émotions,Intelligence émotionnelle au travail 
634,Développement personnel,Gestion des émotions,Gérer et utiliser ses émotions pour être plus efficace 
635,Développement personnel,Gestion des émotions,Spécial Cadres : Gérer et utiliser ses émotions pour être plus efficace 
636,Développement personnel,Bien-être au travail,Bâtir une stratégie d’équilibre vie pro - vie perso 
638,Développement personnel,Bien-être au travail,Gagner en bien-être au travail 
639,Développement personnel,Bien-être au travail,Se protéger des risques de l’hyperconnexion 
640,Développement personnel,Bien-être au travail,Développer sa résilience 
641,Développement personnel,Bien-être au travail,"Prévenir, gérer et dépasser les conflits "
643,Développement personnel,Bien-être au travail,"3h chrono pour s’affirmer : faire une demande efficace, faire une critique constructive "
644,Développement personnel,Bien-être au travail,3h chrono pour découvrir 3 outils de bien-être au travail 
646,Développement personnel,Coopération,Adoptez une attitude constructive grâce à l'improvisation théâtrale 
647,Développement personnel,Coopération,Développer sa flexibilité relationnelle et son impact personnel 
648,Développement personnel,Coopération,Créer un climat de confiance avec ses clients 
649,Développement personnel,Coopération,"Prévenir, gérer et dépasser les conflits "
653,Développement personnel,Parcours professionnel - Changement - Retraite,S’adapter et coopérer efficacement 
655,Développement personnel,Parcours professionnel - Changement - Retraite,L'essentiel pour bien vivre sa retraite 
657,Développement personnel,Parcours professionnel - Changement - Retraite,Bien vivre les changements 
660,Développement personnel,Parcours professionnel - Changement - Retraite,Dynamiser son évolution professionnelle 
661,Développement personnel,Relations interpersonnelles - Communication,3h chrono pour définir efficacement ses objectifs : la stratégie d’objectif 
662,Développement personnel,Relations interpersonnelles - Communication,4 outils de PNL pour entrer en contact avec aisance et efficacité 
663,Développement personnel,Relations interpersonnelles - Communication,Mieux écouter pour mieux décoder 
664,Développement personnel,Relations interpersonnelles - Communication,Mieux communiquer pour faire passer ses messages 
665,Développement personnel,Relations interpersonnelles - Communication,Mieux communiquer grâce à la méthode des préférences cérébrales 
666,Développement personnel,Relations interpersonnelles - Communication,Améliorer ses qualités relationnelles grâce à la communication non violente 
668,Développement personnel,Leadership et impact personnel,Les clés du leadership personnel 
670,Développement personnel,Leadership et impact personnel,Les 7 habitudes des gens très efficaces® 
673,Développement personnel,Connaissance et estime de soi - Affirmation et confiance en soi,Mieux se connaître pour mieux travailler avec les autres 
674,Développement personnel,Connaissance et estime de soi - Affirmation et confiance en soi,Approfondir la connaissance de soi-même et des autres 
675,Développement personnel,Connaissance et estime de soi - Affirmation et confiance en soi,S’affirmer dans ses relations professionnelles - Assertivité les bases 
676,Développement personnel,Connaissance et estime de soi - Affirmation et confiance en soi,Maîtrise et affirmation de soi - Assertivité niveau 1 
677,Développement personnel,Connaissance et estime de soi - Affirmation et confiance en soi,S’affirmer et sortir des conflits au quotidien - Assertivité niveau 2 
678,Développement personnel,Connaissance et estime de soi - Affirmation et confiance en soi,S'affirmer sereinement en toutes circonstances - Assertivité niveau 3 
679,Développement personnel,Connaissance et estime de soi - Affirmation et confiance en soi,Gagner en assurance avec les techniques du théâtre 
680,Développement personnel,Connaissance et estime de soi - Affirmation et confiance en soi,"3h chrono pour s’affirmer : faire une demande efficace, faire une critique constructive "
682,Développement personnel,Connaissance et estime de soi - Affirmation et confiance en soi,6 outils essentiels de développement personnel 
683,Développement personnel,Connaissance et estime de soi - Affirmation et confiance en soi,"L'estime de soi, source de l'efficacité professionnelle "
685,Développement personnel,Prendre soin de soi - Bien-être au travail,Gérer son stress 
686,Développement personnel,Prendre soin de soi - Bien-être au travail,Spécial Cadres : Gérer son stress efficacement et pour longtemps 
687,Développement personnel,Prendre soin de soi - Bien-être au travail,Gérer son stress efficacement et pour longtemps 
688,Développement personnel,Prendre soin de soi - Bien-être au travail,Gagner en bien-être au travail 
689,Développement personnel,Prendre soin de soi - Bien-être au travail,Gérer ses émotions 
690,Développement personnel,Prendre soin de soi - Bien-être au travail,Gérer les émotions et les conflits 
691,Développement personnel,Prendre soin de soi - Bien-être au travail,Gérer et utiliser ses émotions pour être plus efficace 
692,Développement personnel,Prendre soin de soi - Bien-être au travail,Spécial Cadres : Gérer et utiliser ses émotions pour être plus efficace 
693,Développement personnel,Prendre soin de soi - Bien-être au travail,3h chrono pour cultiver son intelligence émotionnelle au travail 
694,Développement personnel,Prendre soin de soi - Bien-être au travail,3h chrono pour mieux faire face aux situations difficiles 
695,Développement personnel,Prendre soin de soi - Bien-être au travail,Bâtir une stratégie d’équilibre vie pro - vie perso 
697,Développement personnel,Prendre soin de soi - Bien-être au travail,3h chrono pour découvrir 3 outils de bien-être au travail 
698,Développement personnel,Prendre soin de soi - Bien-être au travail,3h chrono pour faire face à la surcharge cognitive 
700,Développement personnel,Prendre soin de soi - Bien-être au travail,3h chrono pour se protéger des risques de l’hyperconnexion 
701,Développement personnel,Prendre soin de soi - Bien-être au travail,Développer sa résilience 
702,Développement personnel,Prendre soin de soi - Bien-être au travail,Développer son optimisme 
705,Développement personnel,Interagir et collaborer,Adoptez une attitude constructive grâce à l'improvisation théâtrale 
706,Développement personnel,Interagir et collaborer,Développer sa flexibilité relationnelle et son impact personnel 
707,Développement personnel,Interagir et collaborer,"Prévenir, gérer et dépasser les conflits "
710,Développement personnel,Interagir et collaborer,Biais Inconscients 
711,Développement personnel,Interagir et collaborer,3h chrono pour appliquer la stratégie d’objectif à vos projets 
712,Développement personnel,Interagir et collaborer,4 outils de PNL pour entrer en contact avec aisance et efficacité 
713,Développement personnel,Interagir et collaborer,Mieux écouter pour mieux décoder 
714,Développement personnel,Interagir et collaborer,Mieux communiquer pour faire passer ses messages 
715,Développement personnel,Interagir et collaborer,Mieux communiquer grâce à la méthode des préférences cérébrales 
716,Développement personnel,Interagir et collaborer,Améliorer ses qualités relationnelles grâce à la communication non violente 
717,Développement personnel,Interagir et collaborer,Créer un climat de confiance avec ses clients 
718,Développement personnel,Parcours et évolution professionnelle,Développer son optimisme 
721,Développement personnel,Parcours et évolution professionnelle,Bien vivre les changements 
723,Développement personnel,Parcours et évolution professionnelle,"Réaliser son bilan professionnel et son ""check up"" compétences "
724,Développement personnel,Parcours et évolution professionnelle,Dynamiser son évolution professionnelle 
727,Développement personnel,Parcours et évolution professionnelle,Découvrir son fonctionnement avec le MBTI® 
729,Développement personnel,Parcours et évolution professionnelle,3h chrono pour découvrir ce qui vous anime professionnellement avec Ikigai 
730,Développement personnel,Leadership et impact personnel,Réinventer son leadership dans un monde en mutation 
731,Développement personnel,Leadership et impact personnel,Biais Inconscients 
736,Efficacité professionnelle,Prise de parole en public,Improvisez avec aisance 
739,Efficacité professionnelle,Prise de parole en public,Réussir ses présentations orales avec des supports visuels percutants 
741,Efficacité professionnelle,Prise de parole en public,Argumenter : un levier pour convaincre 
742,Efficacité professionnelle,Prise de parole en public,Décoder la communication non verbale 
743,Efficacité professionnelle,Prise de parole en public,Gérer les échanges avec un public hostile 
745,Efficacité professionnelle,Prise de parole en public,Valoriser son image professionnelle par son style 
746,Efficacité professionnelle,Prise de parole en public,Storytelling : créer une histoire captivante 
747,Efficacité professionnelle,Prise de parole en public,Travailler sa voix pour s'affirmer à l'oral 
748,Efficacité professionnelle,Prise de parole en public,3h chrono pour découvrir ce qui vous anime professionnellement avec Ikigai 
749,Efficacité professionnelle,Prise de parole en public,3h chrono pour construire des arguments percutants 
750,Efficacité professionnelle,Communication écrite,Se réconcilier avec l'orthographe - Niveau 1 : les fondamentaux en langue française 
751,Efficacité professionnelle,Communication écrite,Se réconcilier avec l'orthographe - Niveau 2 : consolider ses acquis en langue française 
752,Efficacité professionnelle,Communication écrite,Storytelling : créer une histoire captivante 
753,Efficacité professionnelle,Communication écrite,Améliorer ses écrits professionnels 
755,Efficacité professionnelle,Communication écrite,Être à l'aise à l'écrit : gagner en fluidité 
756,Efficacité professionnelle,Communication écrite,Les fondamentaux de la prise de notes 
757,Efficacité professionnelle,Communication écrite,Booster ses écrits professionnels avec l’IA 
758,Efficacité professionnelle,Communication écrite,Prendre des notes et rédiger des comptes rendus 
759,Efficacité professionnelle,Communication écrite,Les fondamentaux de la synthèse écrite et orale 
760,Efficacité professionnelle,Communication écrite,Développer son esprit de synthèse à l'écrit et à l'oral 
761,Efficacité professionnelle,Communication écrite,Renforcer ses compétences en synthèse écrite 
762,Efficacité professionnelle,Communication écrite,Aller à l'essentiel à l'écrit et à l'oral 
763,Efficacité professionnelle,Communication écrite,Les techniques d'écriture journalistique 
764,Efficacité professionnelle,Communication écrite,Rédiger des e-mails plus efficaces et impactants 
765,Efficacité professionnelle,Communication écrite,Rédiger des documents administratifs 
766,Efficacité professionnelle,Synthèse écrite & orale,Développer son esprit de synthèse à l'écrit et à l'oral 
767,Efficacité professionnelle,Synthèse écrite & orale,Les fondamentaux de la synthèse écrite et orale 
768,Efficacité professionnelle,Synthèse écrite & orale,Aller à l'essentiel à l'écrit et à l'oral 
769,Efficacité professionnelle,Synthèse écrite & orale,Renforcer ses compétences en synthèse écrite 
770,Efficacité professionnelle,Synthèse écrite & orale,Renforcer ses compétences en synthèse orale 
771,Efficacité professionnelle,Gestion du temps,Les bases de la gestion du temps 
772,Efficacité professionnelle,Gestion du temps,Maîtrise du temps et gestion des priorités 
773,Efficacité professionnelle,Gestion du temps,La gestion du temps pour managers : maîtriser vos priorités 
775,Efficacité professionnelle,Gestion du temps,Anticiper pour agir face à la pression du quotidien 
777,Efficacité professionnelle,Gestion du temps,3h chrono pour gérer vos e-mails avec efficacité 
778,Efficacité professionnelle,Gestion du temps,Se protéger des risques de l’hyperconnexion 
780,Efficacité professionnelle,Créativité et capacités d'adaptation,Développer sa flexibilité et agilité professionnelle au quotidien 
781,Efficacité professionnelle,Créativité et capacités d'adaptation,La créativité : un levier d'efficacité au quotidien 
782,Efficacité professionnelle,Créativité et capacités d'adaptation,Utiliser l'IA pour développer son efficacité et sa productivité au travail 
783,Efficacité professionnelle,Créativité et capacités d'adaptation,Gagner du temps et de l’efficacité grâce au sketchnoting 
784,Efficacité professionnelle,Créativité et capacités d'adaptation,Développer votre potentiel créatif 
786,Efficacité professionnelle,Organisation et télétravail,Optimisez votre productivité en télétravail 
787,Efficacité professionnelle,Organisation et télétravail,3h chrono pour planifier et organiser son télétravail 
788,Efficacité professionnelle,Apprentissage et transmission,Transmettre ses connaissances et compétences professionnelles 
789,Efficacité professionnelle,Apprentissage et transmission,Lire vite et retenir l'essentiel 
792,Efficacité professionnelle,Apprentissage et transmission,Les bases pour retrouver confiance en sa mémoire 
793,Efficacité professionnelle,Apprentissage et transmission,3h chrono pour développer ses capacités de concentration 
794,Efficacité professionnelle,Prise de décision,Résolution de problème et prise de décision 
795,Efficacité professionnelle,Prise de décision,3h chrono pour faire un plan d'actions efficace 
798,Efficacité professionnelle,Capacités relationnelles et collaboration,Développer des relations professionnelles efficaces 
799,Efficacité professionnelle,Capacités relationnelles et collaboration,Adapter sa communication dans ses relations professionnelles 
801,Efficacité professionnelle,Capacités relationnelles et collaboration,Mieux collaborer à distance à l'aide des outils numériques 
802,Efficacité professionnelle,Capacités relationnelles et collaboration,Adoptez une attitude constructive grâce à l'improvisation théâtrale 
1214,International,Import,Comprendre et négocier le bon incoterm® 2020 
1215,International,Import,Les aspects juridiques des achats internationaux 
1216,International,Risques juridiques et financiers à l'international,Comprendre et négocier le bon incoterm® 2020 
1219,International,Risques juridiques et financiers à l'international,Gérer efficacement les crédits documentaires 
1220,International,Risques juridiques et financiers à l'international,Gestion de trésorerie devises et du risque de change 
1222,International,Risques juridiques et financiers à l'international,Perfectionnement à la TVA dans les opérations internationales 
1223,International,Interculturalité - Vente et négociation,Travailler efficacement en environnement interculturel 
1224,International,Interculturalité - Vente et négociation,Gérer et accompagner la mobilité internationale et l'expatriation 
1230,Logistique - Supply chain,Supply Chain - logistique,Établir des prévisions de vente : entraînement pratique 
1231,Logistique - Supply chain,Supply Chain - logistique,Les bases statistiques pour exploiter des données chiffrées 
1235,Logistique - Supply chain,Supply Chain - logistique,Executive Certificate Supply Chain : Black Belt 
1237,Logistique - Supply chain,Supply Chain - logistique,Manager son magasin de stockage 
1238,Logistique - Supply chain,Approvisionnements et gestion des stocks,Formation pratique à l'approvisionnement - Niveau 1 
1239,Logistique - Supply chain,Approvisionnements et gestion des stocks,Formation pratique à l'approvisionnement - Niveau 2 
1240,Logistique - Supply chain,Approvisionnements et gestion des stocks,Établir des prévisions de vente : entraînement pratique 
1242,Logistique - Supply chain,Approvisionnements et gestion des stocks,Achat et approvisionnement en PME 
1243,Logistique - Supply chain,Approvisionnements et gestion des stocks,Méthodes pratiques de gestion des stocks 
1245,Logistique - Supply chain,Approvisionnements et gestion des stocks,Manager son magasin de stockage 
1246,Logistique - Supply chain,Transport - Distribution,Appel d'offres transport : rédaction et mise en œuvre 
1249,Logistique - Supply chain,Transport - Distribution,Maîtriser vos transports aériens et maritimes 
1251,Logistique - Supply chain,Transport - Distribution,Manager l'activité d'un service clients 
1254,Logistique - Supply chain,Logistique interne,Ordonnancement et planification d'atelier 
1255,Logistique - Supply chain,Logistique interne,MRP2 et gestion de production 
1256,Logistique - Supply chain,Logistique interne,Établir des prévisions de vente : entraînement pratique 
1258,Logistique - Supply chain,Supply Chain - Logistique,Manager l'activité d'un service clients 
1260,Logistique - Supply chain,Approvisionnements et gestion des stocks,Appel d'offres transport : rédaction et mise en œuvre 
1262,Logistique - Supply chain,Approvisionnements et gestion des stocks,Maîtriser vos transports aériens et maritimes 
1266,Logistique - Supply chain,Approvisionnements et gestion des stocks,Ordonnancement et planification d'atelier 
1267,Logistique - Supply chain,Approvisionnements et gestion des stocks,MRP2 et gestion de production 
1268,Logistique - Supply chain,Approvisionnements et gestion des stocks,Réussir dans sa première fonction de manager 
1269,Logistique - Supply chain,Approvisionnements et gestion des stocks,Manager une équipe - Niveau 1 
1271,Logistique - Supply chain,Approvisionnements et gestion des stocks,Les bases statistiques pour exploiter des données chiffrées 
1274,Logistique - Supply chain,Approvisionnements et gestion des stocks,Finance pour non-financiers 
1275,Management,Management d'équipe : les fondamentaux,Réussir dans sa première fonction de manager 
1277,Management,Management d'équipe : les fondamentaux,Expert : devenir manager 
1281,Management,Management d'équipe : les fondamentaux,Les bases pour manager une équipe 
1282,Management,Management d'équipe : les fondamentaux,Manager une équipe - Niveau 1 
1283,Management,Management d'équipe : les fondamentaux,Management collaboratif et performance collective 
1284,Management,Management d'équipe : les fondamentaux,Renforcer sa légitimité managériale 
1285,Management,Management d'équipe : les fondamentaux,Management à distance 
1288,Management,Management d'équipe : les fondamentaux,Animer une réunion productive 
1289,Management,Management d'équipe : les fondamentaux,Animer des réunions minutes ou Quick Meeting 
1290,Management,Management d'équipe : perfectionnement,Manager une équipe - Niveau 2 
1293,Management,Management d'équipe : perfectionnement,Agir sur la motivation de son équipe 
1298,Management,Management d'équipe : perfectionnement,Approche systémique : s'approprier la démarche 
1299,Management,Management d'équipe : perfectionnement,Mobiliser son équipe dans l'atteinte des objectifs 
1300,Management,Management d'équipe : perfectionnement,"Le manager, pilote de la performance de ses équipes "
1301,Management,Management d'équipe : perfectionnement,Renforcer la performance collective de son équipe 
1302,Management,Management d'équipe : perfectionnement,Pratiquer l'entretien de recrutement 
1303,Management,Management d'équipe : perfectionnement,Recrutement et non-discrimination à l’embauche : formation obligatoire 
1305,Management,Management d'équipe : perfectionnement,Managers : réussir ses entretiens annuels 
1306,Management,Management d'équipe : perfectionnement,"Manager, prévenir les risques psychosociaux (RPS) dans vos équipes "
1309,Management,Management transversal,Management transversal 
1310,Management,Management transversal,Manager une équipe projet 
1311,Management,Management transversal,Le management transversal 
1314,Management,Management transversal,"Manager, développer le travail collaboratif et l'intelligence collective "
1318,Management,Leadership,Les 7 habitudes des managers très efficaces® 
1321,Management,Leadership,Devenir manager coach : les 6 outils 
1322,Management,Leadership,Devenir manager de managers 
1325,Management,Communication - Gestion des conflits,Développer une communication efficace avec son équipe et sa hiérarchie 
1326,Management,Communication - Gestion des conflits,La Process Com® pour manager 
1328,Management,Communication - Gestion des conflits,Manager des comportements difficiles 
1329,Management,Communication - Gestion des conflits,Manager : gérer les conflits 
1333,Management,"Innovation, agilité, management à distance",Management collaboratif et performance collective 
1334,Management,"Innovation, agilité, management à distance","Manager, développer le travail collaboratif et l'intelligence collective "
1336,Management,"Innovation, agilité, management à distance",Mieux collaborer à distance à l'aide des outils numériques 
1337,Management,"Innovation, agilité, management à distance",Maîtriser les outils de facilitation et d'intelligence collective 
1340,Management,"Innovation, agilité, management à distance",Management à distance 
1341,Management,"Innovation, agilité, management à distance",Manager le télétravail 
1343,Management,Conduite du changement,Conduite du changement : démarches et outils 
1345,Management,Conduite du changement,Les 4 clés de l'accompagnement du changement 
1346,Management,Conduite du changement,Atelier : instaurer une culture du changement dans son équipe 
1347,Management,Conduite du changement,Communiquer pour accompagner les changements 
1348,Management,Conduite du changement,Approche systémique : s'approprier la démarche 
1351,Management,Diversité et inclusion,Manager les nouvelles générations 
871,Finance - Trésorerie,Risque-client et contentieux,Traiter les situations de surendettement des particuliers 
872,Finance - Trésorerie,Risque-client et contentieux,Entreprises en difficulté et droit des faillites 
873,Finance - Trésorerie,Risque-client et contentieux,Pratiquer l'analyse financière 
875,Finance - Trésorerie,Risque-client et contentieux,Analyse financière des comptes consolidés et normes IFRS 
876,Finance - Trésorerie,Risque-client et contentieux,Gérer efficacement les crédits documentaires 
878,Finance - Trésorerie,Finance - Trésorerie,Analyse financière des comptes consolidés 
881,Finance - Trésorerie,Finance - Gestion pour non-spécialistes,Finance pour non financier : perfectionnement 
883,Finance - Trésorerie,Risque-client et contentieux,Analyse financière des comptes consolidés 
885,Formation de formateurs,Formation de formateurs,3h chrono pour concevoir un tutoriel 
