ID_FORMATION,DOMAINE_CATGEGORIE,SOUS_DOMAINE_CATEGORIE,FORMATION_COURS,KEYWORDS
374,Comptabilité - Fiscalité,Comptabilité,L'essentiel des normes IAS / IFRS ,Comptabilité générale normes IFRS 16  bilan comptable  impôt sur les sociétés  comptabilité analytique  audit interne  reporting financier  US GAAP  IAS 1  IAS 2  IAS 7  IFRS 9  IFRS 15  XBRL
375,Comptabilité - Fiscalité,Comptabilité,Établir les états financiers en normes IFRS ,Comptabilité IFRS états financiers normes comptables bilan compte de résultat trésorerie analyse financière  audit fiscalité normes internationales  SAP Sage Xero Cegid QuickBooks
376,Comptabilité - Fiscalité,Comptabilité,Maîtrise de la Performance Financière : Analyse des Comptes Consolidés et Normes IFRS,Analyse financière reporting normes IFRS consolidation comptes consolidés performance financière audit outils comptables méthodologies comptables gestion financière comptabilité analytique  SAP Sage Xero  Qlik Sense  Tableau
377,Comptabilité - Fiscalité,Comptabilité,Organiser et fiabiliser la clôture ,Comptabilité générale bilan compte de résultat TVA déclarations fiscales normes comptables audit interne QuickBooks Xero Sage Cegid EBP SAP Excel
378,Comptabilité - Fiscalité,Fiscalité,Fiscalité des entreprises ,Comptabilité générale  impôt sur les sociétés TVA  bilan  déclaration fiscale  amortissement  reporting fiscal  Sage  Cegid  QuickBooks  Xero  EBP  Chorus Pro  Taxation
379,Comptabilité - Fiscalité,Fiscalité,Initiation à la fiscalité des entreprises ,Comptabilité générale  bilan compte de résultat TVA impôts sur les sociétés  amortissement  régime fiscal simplifié  Sage Cegid QuickBooks  EBP  Chorus Pro  Taxim  Bilanc
380,Comptabilité - Fiscalité,Fiscalité,Élaborer les déclarations fiscales courantes ,Déclarations fiscales impôts TVA  IR  IS  cotisations sociales  bilan  comptabilité  réglementation fiscale  logiciels comptables  audit fiscal  expert-comptable Sage Cegid QuickBooks
381,Comptabilité - Fiscalité,Fiscalité,Établir la déclaration de TVA ,Déclaration TVA TVA intracommunautaire  régime simplifié obligations fiscales  dépenses déductibles  calcul TVA  régularisation TVA  comptabilité analytique logiciel comptabilité Sage Cegid QuickBooks  Xero  EBP
382,Comptabilité - Fiscalité,Fiscalité,La TVA dans les opérations intracommunautaires ,TVA intracommunautaire  régime fiscal  déclaration TVA  réglementation européenne  exportation intracommunautaire  importation intracommunautaire  facturation intracommunautaire  comptabilité analytique  droit fiscal  obligations fiscales  gestion comptable  logiciel comptable  Sage  Cegid
383,Comptabilité - Fiscalité,Fiscalité,Pratique de l'impôt sur les sociétés ,Comptabilité fiscalité impôt société déclaration optimisation fiscale bilan normes comptables  Sage Cegid QuickBooks Taxamo  Chorus Pro  BoFiP
384,Comptabilité - Fiscalité,Fiscalité,Pratique de l'intégration fiscale ,Comptabilité fiscalité impôts intégration fiscale déclarations fiscales optimisation fiscale droit fiscal logiciels comptables normes comptables  SAP Sage Cegid QuickBooks  Taxamo
385,Comptabilité - Fiscalité,Fiscalité,Appliquer la CET et la taxe foncière ,Comptabilité immobilière  déclaration fiscale  calculs fiscaux  gestion patrimoniale  optimisation fiscale  réglementation fiscale  droit fiscal  Impôts fonciers  CET  Taxe foncière  logiciel comptable  tableur  base de données  logiciel fiscal
386,Comptabilité - Fiscalité,Fiscalité,Perfectionnement à la TVA dans les opérations internationales ,TVA internationale  réglementation fiscale  déclarations fiscales  optimisation fiscale  droit fiscal international  comptabilité internationale  imposition indirecte  SAP  Sage  Cegid  Oracle  Taxprep  ABCS  Chorus
387,Comptabilité - Fiscalité,Comptabilité,Les bases de la paie ,salaire impôts charges sociales bulletin de paie déclarations fiscales législation sociale logiciels de paie  Sage Cegid QuickBooks ADP PeopleSoft Oracle HCM Cloud
388,Comptabilité - Fiscalité,Comptabilité,Maîtriser les normes IFRS ,Comptabilité générale normes IAS  bilan compte de résultat trésorerie  audit fiscalité  logiciel comptable  Sage Cegid QuickBooks Xero  Excel  SAP
389,Comptabilité - Fiscalité,Comptabilité,Maîtrise de la performance financière : Analyse experte des comptes consolidés,Analyse financière reporting consolidation normes IFRS ratios financiers tableaux de bord audit interne  SAP Sage  Oracle QuickBooks Xero  EBP Cegid
390,Contrôle de gestion,Pratiques et métiers du contrôle de gestion,Les fondamentaux du contrôle de gestion ,Analyse financière reporting tableaux de bord budget prévisionnel performance rentabilité indicateurs clés  SAP  Oracle Qlik Sense  Power BI  Tableau  Cognos  Anaplan
391,Contrôle de gestion,Pratiques et métiers du contrôle de gestion,Assistant e) de gestion ,Analyse financière reporting tableaux de bord budget prévisionnel  performance rentabilité  SAP  Oracle  Qlik Sense  Cognos  Power BI  Tableau Software  Excel.
392,Contrôle de gestion,Pratiques et métiers du contrôle de gestion,Perfectionnement au contrôle de gestion , Contrôle budgétaire Analyse financière Reporting Tableaux de bord Performance Indicateurs clés Comptabilité analytique  SAP Oracle Qlik Sense Power BI  Tableau  Cognos Hyperion)
393,Contrôle de gestion,Pratiques et métiers du contrôle de gestion,Le métier de contrôleur de gestion dans les activités de services ,Budget performance analyse financière tableaux de bord reporting prévisionnel rentabilité SAP Oracle Qlik Sense  Power BI  Cognos  Tableau  Anaplan
394,Contrôle de gestion,Pratiques et métiers du contrôle de gestion,Le métier de contrôleur de gestion dans l'industrie ,Contrôle budgétaire reporting analyse financière tableaux de bord performance indicateurs clés  prévisionnel  SAP Oracle Qlik Sense  Anaplan  Cognos Hyperion  Tableau
395,Contrôle de gestion,Pratiques et métiers du contrôle de gestion,Contrôle de gestion dans les services : méthodes et outils ,Analyse financière tableaux de bord reporting budget prévisionnel performance rentabilité  SAP  Oracle  Qlik Sense  Cognos  Tableau  Power BI  Excel
396,Contrôle de gestion,Pratiques et métiers du contrôle de gestion,Contrôle de gestion dans l'industrie : méthodes et outils ,Budget Performance Analyse financière Tableaux de bord Reporting Indicateurs clés Prévisionnel  SAP  Oracle  Qlik Sense  Power BI  Cognos  Tableau  Excel
397,Contrôle de gestion,Les outils du pilotage de la performance,3h chrono pour piloter par le Cash , indicateurs performance tableaux de bord analyse financière rentabilité cash-flow prévisionnel budget.  Excel SAP Qlik Sense Power BI Sage Oracle  Tableau)
398,Contrôle de gestion,Les outils du pilotage de la performance,Décryptage des Coûts :  Piloter la Performance par l'Analyse Financière,Analyse financière tableaux de bord indicateurs clés rentabilité budget prévisionnel reporting  Excel SAP Qlik Sense  Power BI  Tableau  Cognos  Oracle
399,Contrôle de gestion,Les outils du pilotage de la performance,Coût de revient et mesure de la performance industrielle ,Coût industriel rentabilité indicateurs clés tableaux de bord analyse financière optimisation performance industrielle  SAP  Qlik Sense  Tableau Software Power BI  Oracle Hyperion  Anaplan  Cognos.
400,Contrôle de gestion,Les outils du pilotage de la performance,Concevoir un tableau de bord pour piloter l'activité , tableau de bord pilotage performance indicateurs clés analyse financière reporting contrôle budgétaire stratégie d'entreprise  Excel  Power BI  Qlik Sense  Tableau Software  SAP BusinessObjects  Oracle Hyperion  Cognos)
401,Contrôle de gestion,Les outils du pilotage de la performance,Élaborer et suivre un budget ,Budget Performance Pilotage Contrôle Indicateurs Reporting Prévisionnel Excel  Tableau SAP  Oracle Hyperion Qlik Sense Cognos Anaplan
402,Contrôle de gestion,Les outils du pilotage de la performance,Réaliser un suivi budgétaire efficace ,Budgétisation  Performance Suivi budgétaire  Analyse financière Tableaux de bord Reporting Prévisionnel  Excel  SAP  Oracle Hyperion  Qlik Sense  Power BI  Tableau  Cognos
403,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,Contrôle de gestion sociale , contrôle budgétaire tableaux de bord analyse financière reporting rentabilité performance indicateurs clés outils de gestion méthodes de contrôle logiciel de gestion ERP  SAP  Sage Qlik Sense)
404,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,Simuler le budget de masse salariale pour mieux le piloter ,Budget masse salariale prévisionnel pilotage performance rentabilité gestion financière  Excel SAP Oracle Sage Qlik Sense  Anaplan Hyperion
405,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,Contrôleur de gestion sociale ,Contrôle budgétaire analyse financière tableaux de bord reporting indicateurs de performance  prévisions rentabilité  SAP  Oracle  Qlik Sense  Cognos  Anaplan  Tableau
406,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,Chiffrage prévisionnel et pilotage du coût des projets ,Chiffrage prévisionnel pilotage coût projet budget rentabilité  analyse financière tableaux de bord  SAP Oracle  Qlik Sense  Anaplan  Power BI  Cognos
407,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,Maîtriser le Contrôle de Gestion Industriel : Approches Sectorielle et Fonctionnelle,Budget rentabilité performance indicateurs tableaux de bord analyse financière prévisionnel  SAP  Oracle  Qlik Sense  Power BI  Cognos  Tableau  Anaplan
408,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,Optimisation des Performances Industrielles : Maîtrise du Coût et Analyse Sectorielle,Coût industriel analyse de rentabilité tableaux de bord performance industrielle gestion budgétaire indicateurs clés optimisation des processus SAP Oracle Qlik Sense  Cognos  Tableau Power BI  Anaplan
409,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,Maîtriser la Performance des Services : Méthodes et Outils de Contrôle de Gestion Sectoriel et Fonctionnel,Performance Services Méthodes Outils Indicateurs Analyse Reporting  Tableau de bord  SAP  Oracle  Qlik Sense  Power BI  Cognos  Anaplan
410,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,Contrôle de gestion des activités commerciales et marketing ,Analyse financière tableaux de bord reporting budget prévisionnel rentabilité performance commerciale  indicateurs clés  SAP  Oracle Qlik Sense  Tableau  Cognos  Power BI  Excel
411,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,Le contrôle de gestion du marketing digital , contrôle budgétaire tableaux de bord analyse financière rentabilité performance indicateurs clés reporting  SAP Oracle Qlik Sense  Microsoft Power BI  Tableau  Cognos)
412,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,Contrôle de gestion dans les associations et les organisations à but non lucratif : méthodes et outils ,Contrôle budgétaire analyse financière tableaux de bord reporting performance indicateurs clés optimisation  budget prévisionnel logiciel de gestion SAP Sage Qlik Sense  Oracle Hyperion  Power BI
413,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,Maîtriser la Performance Bancaire :  Outils et Méthodes de Contrôle de Gestion Sectoriel et Fonctionnel,Performance bancaire analyse financière tableaux de bord indicateurs clés rentabilité rentabilité bancaire gestion budgétaire  reporting financier  SAP  Oracle  Qlik Sense  Power BI  Cognos  Tableau
414,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,"Le contrôle de gestion environnemental, social et sociétal ",indicateurs clés de performance tableaux de bord analyse financière budget prévisionnel reporting rentabilité stratégie outils de contrôle de gestion  SAP Oracle Qlik Sense  Power BI  Tableau  Anaplan
415,Contrôle de gestion,Le contrôle de gestion sectoriel et par fonction,Mesurer vos coûts de non qualité ,Coûts performance indicateurs rentabilité tableaux de bord analyse optimisation  SAP Qlik Sense  Power BI  Tableau  Oracle  Cognos
416,Contrôle de gestion,Business partner : communiquer et challenger les opérationnels,Contrôleurs de gestion : développer votre posture de business partner ,Contrôle de gestion business partner communication challenging opérationnels performance reporting tableaux de bord  analyse financière stratégie budget prévisionnel SAP Oracle Hyperion
417,Contrôle de gestion,Business partner : communiquer et challenger les opérationnels,Préparer et animer la revue de performance ,Performance  Communication  Challenger  Revue Opérationnels  Budget  Analyse  Méthodologies Outils  KPI  Tableaux de bord  SAP  Oracle  Cognos
418,Contrôle de gestion,Analyse et visualisation des data,Les bases statistiques pour exploiter des données chiffrées ,Analyse de données  visualisation statistiques descriptives tableaux de bord  reporting  prévisions  indicateurs clés  Power BI Tableau Qlik Sense Excel  R Python  SQL
419,Contrôle de gestion,Analyse et visualisation des data,Maîtrisez la Data Visualisation avec Power BI Desktop : Tableaux de Bord performants en Contrôle de Gestion,Analyse de données tableaux de bord reporting data visualisation business intelligence indicateurs clés contrôle budgétaire Power BI Tableau Qlik Sense  Microsoft Excel Google Data Studio  Datawrapper  Sisense
420,Contrôle de gestion,Analyse et visualisation des data,Maîtrisez l'analyse de données financières avec Excel,Analyse financière tableaux de bord reporting prévisionnel budget KPI indicateurs de performance Power BI Tableau Qlik Sense  Excel Google Sheets  Data Studio  Cognos
421,Création d’entreprise,Créer son entreprise,Créer sa micro entreprise ,Création d'entreprise micro-entreprise business plan  auto-entrepreneur  marketing digital financement  réglementation  formalités juridiques  comptabilité  Outils création entreprise  plateforme création entreprise  guide création entreprise. Shopify  WordPress  Squarespace
422,Création d’entreprise,Créer son entreprise,Créer son activité de conseil ,Création d'entreprise business plan  marketing digital  financement  juridique  statut juridique  réseautage  entrepreneur  auto-entrepreneur  Shopify  WordPress  Outils de gestion  Xero  QuickBooks
423,Création d’entreprise,Créer son entreprise,Cycle : créer son entreprise ,business plan création d'entreprise entrepreneuriat formalités juridiques financement marketing digital développement commercial  auto-entrepreneur micro-entreprise SARL SAS  Shopify  WordPress  Stripe
424,Création d’entreprise,Créer son entreprise,3h chrono pour rédiger son Elevator Pitch ,business plan pitch deck levée de fonds entrepreneuriat création d'entreprise  marketing  réseautage  LinkedIn  Twitter  Facebook  Instagram  Shopify  Small Business Administration  Incubateur
425,Création d’entreprise,Financer et développer son activité,Architecturer son projet entrepreneurial : financement et croissance exponentielle,Business plan  financement croissance  marketing  startup  stratégie  investissement  subventions  crowdfunding  plan d'affaires  étude de marché  prévisionnel  BPI France  Oseo
426,Création d’entreprise,Financer et développer son activité,Finance pour non-financiers ,Business plan financement participatif  subventions  prévisionnel rentabilité  comptabilité simplifiée  gestion financière  crowdfunding  banques  investisseurs  amortissement trésorerie  subventions européennes  aide publique.
427,Création d’entreprise,Financer et développer son activité,Lire et analyser un bilan et un compte de résultat ,Financement développement création d'entreprise bilan compte de résultat analyse financière stratégie d'entreprise business plan  subventions prêts bancaires crowdfunding  comptabilité  audit  Xero QuickBooks Sage
428,Création d’entreprise,Financer et développer son activité,"Maîtrisez la croissance de votre entreprise : Financement, développement et pilotage performant",Business plan financement participatif  subventions  prévisionnel rentabilité stratégie de croissance  étude de marché  crowdfunding prêts bancaires  aide publique  business angels  incubateur accélérateur  levée de fonds.
429,Création d’entreprise,Financer et développer son activité,L'essentiel du droit des affaires pour non-juristes ,Financement développement création d'entreprise droit des affaires business plan juridique entrepreneuriat  KPMG  Deloitte  Grant Thornton  EY  BPI France  CCI France  Banques
430,Création d’entreprise,Financer et développer son activité,3h chrono pour démarrer votre site e-commerce ,Business plan financement e-commerce marketing digital stratégie digitale développement web création site web  Shopify Wix PrestaShop WooCommerce  Stripe PayPal
431,Création d’entreprise,Financer et développer son activité,Concevoir une stratégie d'entreprise ,Business plan financement développement commercial stratégie marketing étude de marché rentabilité gestion financière  Subvention prêt bancaire crowdfunding  Incubateur accélérateur coaching mentorat
432,Création d’entreprise,Financer et développer son activité,Marketing de l'innovation ,Financement développement innovation marketing business plan stratégie entrepreneuriat crowdfunding prêt bancaire subventions réseaux sociaux publicité digitale étude de marché lean startup.
433,Création d’entreprise,Financer et développer son activité,Maîtrisez la Communication Digitale : Lancez et Développez votre Entreprise sur les Réseaux Sociaux  Niveau 2),Marketing digital réseaux sociaux communication digitale stratégie digitale financement entreprise développement commercial création d'entreprise  Instagram Facebook Twitter LinkedIn TikTok Pinterest YouTube.
434,Création d’entreprise,Financer et développer son activité,"Lancez votre entreprise : Financement, croissance et conquête de nouveaux marchés",Financement croissance développement marché business plan stratégie entrepreneuriat  subventions crowdfunding prêt bancaire investisseurs réseaux  incubateurs accélérateurs.
435,Création d’entreprise,Financer et développer son activité,Le commerce international pour non-spécialistes ,Financement développement internationalisation export import business plan marketing  subventions crowdfunding réseaux  douanes  Brexit  e-commerce  chambres de commerce
436,Création d’entreprise,Financer et développer son activité,Obtenir des aides et financer vos projets à l'export ,Financement subventions business plan export développement commercial stratégie marketing aides publiques crowdfunding prêts bancaires BPI France réseaux d'affaires incubateurs accélérateurs
437,Création d’entreprise,Financer et développer son activité,"Lancez votre entreprise : Maîtrisez le financement, la croissance et la négociation",Financement croissance négociation business plan levée de fonds stratégie développement  Subventions  prêts bancaires  investisseurs  incubateurs crowdfunding  business angels  accompagnement
438,Création d’entreprise,Financer et développer son activité,Piloter des prestataires de service ,Business plan financement développement prestataire gestion de projet  marketing stratégie  crowdfunding subventions  banque comptabilité  Xero QuickBooks Stripe
439,Création d’entreprise,Être entrepreneur,Réussir le lancement de son activité en ligne ,Création d'entreprise business plan marketing digital réseaux sociaux e-commerce financement  légal  gestion  Shopify  WordPress  Facebook Instagram  Twitter  Google Ads
440,Création d’entreprise,Être entrepreneur,L'art de la persuasion entrepreneuriale : convaincre avec éloquence,Business plan marketing digital communication négociation leadership financement réseautage  Pitch  Elevator pitch Storytelling  Public speaking LinkedIn Twitter Facebook
441,Création d’entreprise,Être entrepreneur,Prise de parole en public : les techniques pour convaincre ,Création d'entreprise entrepreneuriat communication persuasion leadership  marketing  réseautage  prise de parole  techniques de vente  stratégie  business plan  financement  public speaking  éloquence.  Pitch  Elevator Pitch
442,Création d’entreprise,Être entrepreneur,Négociation : pratiques et outils au quotidien ,Création d'entreprise entrepreneuriat négociation commerciale gestion d'entreprise business plan développement commercial marketing digital outils de négociation techniques de vente  stratégie d'entreprise  Small Business Administration  SBA)  SCORE  BDC  Shopify
443,Création d’entreprise,Être entrepreneur,La gestion du temps ,Gestion du temps  productivité organisation  efficacité  planning  priorités  délégation  Asana Trello Monday.com  Notion  Todoist  Google Calendar Outlook
444,Création d’entreprise,Être entrepreneur,Le leadership féminin ,Création d'entreprise entrepreneuriat féminin leadership management business plan financement marketing digital réseaux sociaux coaching mentorat  Femmes chefs d'entreprise  incubateur accélérateur  BGE.
445,Création d’entreprise,Créer son entreprise,3h chrono pour maîtriser son Pitch ,Pitch business plan financement marketing entrepreneuriat création d'entreprise stratégie  Levée de fonds  Incubateur  Accélérateur  Business Model Canvas  Pitch deck  SlideShare  LinkedIn
446,Direction de l'entreprise,Direction - Management,Dirigeant de PME : mieux piloter son entreprise ,Gestion Stratégie Leadership  Performance  Comptabilité  Finance  Marketing  Outils de gestion  Méthodologies managériales  Développement personnel  Planification stratégique  Analyse financière  PME  TPE  Microsoft Project  Xero  Trello  Asana
447,Direction de l'entreprise,Direction - Management,"Manager un centre de profit, une ""business unit"" ",Gestion Leadership Stratégie  Performance  Budget  Décision  Ressources  Management stratégique  Gestion de projet  Business Intelligence  Analyse financière  Comptabilité de gestion  SAP  Oracle
448,Direction de l'entreprise,Direction - Management,Piloter la performance d'un centre de profit ,Performance financière rentabilité gestion budgétaire tableaux de bord indicateurs clés stratégie leadership  SAP  Oracle  Sage  Microsoft Dynamics  Qlik Sense  Tableau  Power BI
449,Direction de l'entreprise,Direction - Management,Le Leadership entrepreneurial : construire son empire,Leadership Management Entrepreneuriat Stratégie Gestion  Succession  Motivation  Modèle d'affaires  Efficacité  Vision  Business plan  Marketing  Communication  Salesforce  HubSpot  Asana
450,Direction de l'entreprise,Direction - Management,Architecturer la Performance : Stratégie d'Entreprise pour Dirigeants,Stratégie Performance Management Leadership Gouvernance  Business plan  Dirigeants  Architecture d'entreprise  Lean Management Agile Six Sigma Balanced Scorecard  Modèle économique  Benchmarking.
451,Direction de l'entreprise,Direction - Management,Profession directeur d'usine ,Leadership management stratégie gestion opérations production  industrie  outils de gestion  méthodologies de management  décision stratégique  Lean Manufacturing Six Sigma  ERP CRM
452,Direction de l'entreprise,Direction - Management,"Directeur informatique, managez le système d'information ",Management stratégique leadership gestion de projet  gouvernance IT  cybersécurité  gestion des risques  performance  ITIL  COBIT  Agile  Scrum  PMBOK  Six Sigma  TOGAF
453,Direction de l'entreprise,Direction - Management,Administrateur de société ,Gestion leadership stratégie organisation  management  décision  administration  société anonyme SARL  entreprise individuelle  marketing  finance  RH  Excel  PowerPoint
454,Direction de l'entreprise,Direction - Management,Nouvelles approches de la motivation et de l'engagement ,Motivation Engagement Leadership Management Performance Ressources Humaines Coaching  Succès  Stratégie  Communication  Collaboration  Culture d'entreprise  Psychologie du travail  Teal Organisation
455,Direction de l'entreprise,Direction - Management,Devenir un manager agile ,Management agile leadership agile gestion de projet agile développement personnel coaching communication  efficacité outils collaboratifs Scrum Kanban  Jira Asana Monday.com Trello
456,Direction de l'entreprise,Direction - Management,Diriger le Changement : Maîtriser la Transformation en Entreprise,Changement organisationnel transformation digitale leadership management du changement gestion de projet communication interne stratégie d'entreprise  Agile Lean Scrum Six Sigma Kaizen  Kotter  Lewin
457,Direction de l'entreprise,Direction - Management,Diriger avec Vision Systémique : Maîtriser la Direction d'Entreprise,Leadership management stratégique vision systémique prise de décision développement durable gouvernance d'entreprise  performance organisationnelle.  Agilité Lean Management  Six Sigma  Modèle EFQM  Balanced Scorecard  Kanban  Scrum.
458,Direction de l'entreprise,RSE / Développement durable,Piloter la Performance Durable : Stratégie RSE et Développement Durable pour une Entreprise Réussie, RSE Développement durable Performance durable Stratégie RSE  Développement durable  Impact social Gouvernance d'entreprise  Analyse de cycle de vie  Bilan carbone  ISO 14001  GRI  Global Reporting Initiative  B Corp  EcoVadis)
459,Direction de l'entreprise,RSE / Développement durable,Reporting RSE : communiquer ses résultats et ses actions RSE ,Reporting RSE Développement durable Communication RSE  Impact social  Performance extra-financière  ESG  Bilan RSE  GRI  Global Reporting Initiative  ISO 26000  SASB  Sustainability Accounting Standards Board  CDP  Ecovadis
460,Direction de l'entreprise,RSE / Développement durable,Réduire durablement ses impacts environnementaux , RSE Développement durable impact environnemental empreinte carbone  bilan carbone éco-conception  gestion environnementale  ISO 14001  B Corp  ESG  économie circulaire  GRI  SASB  GreenBiz)
461,Direction de l'entreprise,RSE / Développement durable,Diriger avec Impact :  Intégrer le Développement Durable au Cœur de l'Entreprise,RSE développement durable impact gouvernance stratégie leadership  ESG  responsabilité sociale  éco-responsabilité  bilan carbone  normes ISO  management durable  B Corp  ISO 14001
462,Direction de l'entreprise,Nouvelles formes du travail,Optimisez votre productivité en télétravail ,Télétravail productivité organisation management collaboration efficacité flexibilité  Microsoft Teams Slack Zoom Google Workspace Asana Trello Monday.com
463,Direction de l'entreprise,Nouvelles formes du travail,Manager le télétravail ,Télétravail management à distance  productivité collaboration communication  bien-être au travail  gestion du temps  outils collaboratifs  méthodologies agiles  Microsoft Teams Slack Zoom Google Workspace  Trello
464,Direction de l'entreprise,Nouvelles formes du travail,Mieux collaborer à distance à l'aide des outils numériques ,Collaboration à distance  télétravail  gestion d'équipe  productivité outils collaboratifs  communication digitale management agile  Microsoft Teams  Slack  Zoom  Google Workspace  Asana  Trello  Monday.com
465,Direction de l'entreprise,Nouvelles formes du travail,Bâtir une stratégie d’équilibre vie pro - vie perso ,Gestion du temps  bien-être au travail  équilibre vie pro-perso  télétravail  management collaboratif  productivité  organisation  Flexibilité  autonomie  outils collaboratifs  plateformes de communication  Microsoft Teams Slack  Zoom  Google Workspace
466,Direction de l'entreprise,Nouvelles formes du travail,RH : réussir la mise en place du télétravail ,Télétravail  management à distance  RH  productivité  bien-être au travail  organisation  collaboration  Microsoft Teams  Slack  Zoom  Google Workspace  Trello  Asana  Monday.com
467,Direction de l'entreprise,Digitalisation et intelligence artificielle,Les principes clés de l’intelligence artificielle ,IA  Intelligence artificielle  Digitalisation  Transformation digitale  Management  Stratégie digitale  Leadership  Algorithmes  Big data  Machine learning  Deep learning  Cloud computing  Automatisation  Robotisation
468,Direction de l'entreprise,Digitalisation et intelligence artificielle,Responsable Transformation Digitale ,Transformation digitale management leadership stratégie digitale intelligence artificielle  innovation  performance  outils collaboratifs  méthodes agiles  gestion de projet  IA  Big Data  Cloud Computing  CRM.
469,Direction de l'entreprise,Digitalisation et intelligence artificielle,Réussir la transformation digitale de l'entreprise ,Transformation digitale  Intelligence artificielle  Digitalisation entreprise  Management digital  Stratégie digitale  Innovation digitale  Performance digitale  Cloud computing  Big Data  Business Intelligence  IA générative  Automatisation  Cyber sécurité  CRM
470,Direction de l'entreprise,Digitalisation et intelligence artificielle,Lancez votre entreprise digitale : maîtriser l'IA pour une réussite fulgurante,Digitalisation intelligence artificielle  entreprise digitale  IA  succès entrepreneurial  management  stratégie digitale  Cloud computing  Big Data  Machine Learning  Deep Learning  automatisation  CRM  ERP.
471,Direction de l'entreprise,Finance - Gestion,Executive Mastère Spécialisé® Direction Financière , gestion financière analyse financière contrôle de gestion comptabilité budget stratégie financière leadership  finance d'entreprise comptabilité analytique  SAP Oracle Financials Hyperion  Sage QuickBooks Xero)
472,Direction de l'entreprise,Finance - Gestion,Directeur financier ,Analyse financière comptabilité budget prévisionnel reporting stratégie financière management  Excel SAP Oracle Financials QuickBooks Xero Sage  Bloomberg Terminal
473,Direction de l'entreprise,Finance - Gestion,Finance pour dirigeants , Finance d'entreprise Comptabilité Gestion financière Budget Prévisionnel Analyse financière  Investissement  Stratégie financière  Gestion de trésorerie  Excel  SAP  Oracle  QuickBooks  Sage)
474,Direction de l'entreprise,Finance - Gestion,Expertise Financière : Évaluation d'Entreprises,Évaluation d'entreprise Due diligence  Business valuation  Analyse financière  Modélisation financière  Fusions-acquisitions  Investissement  Comptabilité  Fiscalité  Marché financier  DCF  LBO  Capitaux propres  Dette.
475,Direction de l'entreprise,Finance - Gestion,Maîtriser la planification stratégique financière pour une entreprise prospère,Planification stratégique  budgétisation  prévision financière  analyse financière  gestion de trésorerie  reporting financier  performance financière  Excel  SAP  Oracle  Sage  Qlik Sense  Tableau  Power BI
476,Direction de l'entreprise,Finance - Gestion,Dirigez avec assurance : Maîtrise financière et administrative pour dirigeants,Gestion financière analyse financière comptabilité budget management leadership stratégie outils de gestion  comptabilité analytique  tableaux de bord reporting  Sage QuickBooks Xero  Excel.
477,Direction de l'entreprise,Ressources humaines,Piloter le Télétravail :  Excellence RH et Performance d'Entreprise,Télétravail management  RH performance productivité  bien-être  engagement outils collaboratifs  méthodologies agiles  gestion du temps  communication à distance  Microsoft Teams  Slack  Zoom
478,Direction de l'entreprise,Ressources humaines,"DRH, RRH, business and human partner ",Gestion RH Recrutement Management  Motivation  Formation  Paie  Communication interne  Talent Management  Succession  SIRH  Workday  PeopleSoft  BambooHR  SAP SuccessFactors
479,Direction de l'entreprise,Ressources humaines,Gestion de la Réputation : Maîtriser la Communication en Situation de Crise,Communication de crise gestion de réputation relations publiques  crise réputationnelle  plan de communication  audit réputationnel  e-réputation  Twitter Facebook LinkedIn Instagram YouTube  Presse  Médias sociaux  Blogs
480,Direction de l'entreprise,Ressources humaines,Prévenir et faire face aux agissements sexistes et au harcèlement sexuel au travail ,Prévention harcèlement  discrimination égalité  RH  formation sensibilisation  conformité  droit du travail  management  enquête interne  médiation  code du travail  Ressources Humaines  Gestion des conflits.
481,Direction de l'entreprise,Ressources humaines,Piloter les relations sociales ,Relations professionnelles gestion du personnel droit social négociations collectives conflits sociaux dialogue social communication interne  gestion des talents  performance RH  recrutement  formation  management  SIRH  SuccessFactors
482,Direction de l'entreprise,Ressources humaines,"Manager, prévenir les risques psychosociaux  RPS) dans vos équipes ",Gestion du stress bien-être au travail prévention RPS santé mentale communication interne management participatif harcèlement moral  sécurité au travail  techniques de management  outils RH formations RH  analyse de risques  méthodes de prévention  coaching  Teams Slack Zoom  Monday.com
483,Direction de l'entreprise,Ressources humaines,Présider et animer la Commission Santé Sécurité et Conditions de Travail - CSSCT ,Sécurité Santé Travail prévention risques  droit du travail management  Commission CSSCT  animation de réunion  droit social  prévention des risques professionnels  CHSCT  CE  DP.
484,Direction de l'entreprise,Ressources humaines,Présider et animer le CSE – Entreprises de 11 à 49 salariés ,Présidence CSE animation CSE droit social relations sociales négociations CSE gestion du personnel communication interne réunions CSE  protocoles CSE  outils collaboratifs  logiciels RH  plateformes RH  Teams Microsoft  Zoom
