ID_FORMATION,TITRE_FORMATION,KEYWORDS,ID_SOUS_DOMAINE
1051,Maîtrisez la Communication Digitale et les Médias Sociaux : Stratégie IA  ," Stratégie digitale,  Marketing d'influence,  Community management,  Analyse de données,  Publicité en ligne,  Médias sociaux,  Réputation en ligne,  Google Ads,  Facebook Ads,  LinkedIn Ads,  Twitter Ads,  Instagram Ads,  IA générative,  ChatGPT)",57
1056,Piloter efficacement sa stratégie de référencement (SEM) ,"Référencement SEM, SEO,  Google Ads,  Google Analytics,  Marketing digital, Stratégie digitale,  Communication digitale,  Optimisation moteur recherche,  Mots clés,  Analyse de données,  Publicité en ligne,  Campagnes publicitaires,  Bing Ads,  SEMrush.",57
1057,Améliorer son référencement avec Google Ads (SEA) ,"SEO, SEM, Google Analytics, publicité en ligne,  optimisation de site web,  marketing automation,  référencement naturel,  Google Search Console, Bing Ads,  Microsoft Advertising,  Amazon Advertising,  Facebook Ads,  LinkedIn Ads,  Twitter Ads",57
1059,Google analytics : améliorez votre site et rentabilisez vos actions ,"SEO,  Analyse,  Conversion,  Publicité,  Métriques,  Reporting,  Stratégie, Google Ads,  SEMrush,  SimilarWeb,  Bing Ads,  Facebook Ads,  Twitter Ads,  YouTube Analytics",57
1062,Piloter un projet web ,"Marketing digital, communication digitale, stratégie web, gestion de projet, web analytics, SEO, SEM,  Google Ads,  Facebook Ads,  LinkedIn Ads,  Twitter Ads,  Instagram Ads,  TikTok Ads,  IA conversationnelle",57
1068,Maîtriser les projets IA : Stratégie digitale et excellence opérationnelle,"IA, intelligence artificielle, machine learning, deep learning,  data science, algorithmes,  stratégie digitale,  transformation digitale,  excellence opérationnelle,  gestion de projet,  analyse de données,  big data,  Python, TensorFlow",56
1071,Maîtrisez l'Écriture Professionnelle : Révolution IA et Digitale,"Rédaction IA,  contenu IA,  écriture digitale,  communication IA,  marketing IA,  optimisation IA,  référencement IA,  intelligence artificielle,  apprentissage automatique,  traitement du langage naturel,  ChatGPT,  Jasper,  Copy.ai,  Google AI",56
1074,L’intelligence artificielle au service des RH ,"Recrutement,  RH,  Ressources Humaines,  automatisation,  sélection,  prédiction,  optimisation,  ChatGPT,  IBM Watson,  Google AI Platform,  Azure AI,  Amazon Machine Learning,  Deep Learning,  Machine Learning",56
1078,Intelligence Artificielle et Web :  Lancez Votre Entreprise Numérique avec Succès,"IA,  entrepreneuriat, digital, web,  marketing digital, business model,  succès entrepreneurial,  Python, TensorFlow,  Keras,  machine learning, deep learning,  cloud computing,  Big Data",18
1081,Maîtrisez l'influence : Stratégie digitale et communication IA pour les réseaux sociaux,"Stratégie digitale, communication digitale, marketing d'influence, réseaux sociaux, IA marketing,  analyse de données,  influence marketing,  outils marketing digital,  méthodes IA,  community management,  publicité digitale,  Google Analytics,  Hootsuite,  Sprout Social.",57
1083,Marketing relationnel : tirer profit de son CRM ,"Marketing automation,  CRM,  analytique web,  lead nurturing,  segmentation client,  publicité digitale,  stratégie digitale,  Salesforce, HubSpot,  Adobe Marketo,  Zoho CRM,  Oracle Siebel,  Microsoft Dynamics 365,  Google Ads",57
1087,Maîtrisez le Droit d'Auteur et l'Image en Marketing Digital : Formation Express IA,"IA générative,  droit d'auteur, image,  marketing digital, communication digitale,  contenu digital,  réseaux sociaux,  Google Ads,  SEO,  copyright,  licence,  référencement, ChatGPT, Midjourney",57
1090,Déployer sa stratégie sur Instagram ,"Stratégie digitale,  marketing d'influence,  publicité Instagram,  analyse de données,  contenu Instagram,  engagement,  croissance, Facebook, TikTok,  LinkedIn, Twitter,  Google Ads,  Médias Sociaux,  Analytics",57
1092,Bien choisir son outil de web analytics ,"Google Analytics, Matomo, Adobe Analytics, Data Studio, Tableau, Power BI,  SEMrush,  web analytics,  marketing digital,  communication digitale,  IA,  digital,  outils web analytics,  analyse de données",57
1095,Responsable des Services Généraux : manager la performance de l’environnement de travail ,"Gestion immobilière,  performance environnement travail,  management immobilier, services généraux entreprise,  optimisation espaces,  maintenance immobilière,  budget immobilier,  exploitation immobilière,  Property Management,  Building Management System  BMS),  Gestion Technique Immobilière  GTI),  Facility Management,  Software gestion immobilière,  ERP immobilier",82
1102,Charges locatives : maîtrise et enjeux ,"Charges locatives, gestion immobilière,  optimisation coûts,  réglementation immobilière,  négociation contrats,  audit énergétique,  comptabilité immobilière,  Microsoft Excel,  SAP Real Estate,  Yardi,  Building Management System  BMS),  Planon,  MRI Software,  Oracle Real Estate",82
1106,Le plan de prévention ,"Sécurité incendie, risques professionnels, réglementation immobilière, audit sécurité,  gestion des risques,  plan d'action, prévention des accidents,  logiciel sécurité,  ERP, BIM,  logiciel de gestion immobilière,  plan de maintenance,  base de données sécurité,  gestion de patrimoine.",82
1110,Réglementation environnementale ,"Immobilier d'entreprise, gestion immobilière, réglementation environnementale, normes environnementales, audit énergétique,  bâtiments durables,  performance énergétique,  locaux commerciaux,  gestion de patrimoine,  certification environnementale,  LEED,  BREEAM,  HQE,  GBC.",82
1114,Urbanisation et Architecture du Système d'Information ,"Urbanisation, Architecture, Système d'Information,  Gouvernance IT,  Modélisation,  Infrastructure,  Cloud,  TOGAF,  ITIL,  Zachman,  AWS,  Azure,  Google Cloud,  ServiceNow",19
1116,Excellence Opérationnelle : Management des Prestataires IT,"Gestion de projet IT,  performance IT,  audit IT,  contrôle de coûts IT,  négociation IT,  gestion des risques IT,  veille technologique IT,  ITIL,  Agile,  PMP,  MSP,  Prince2,  ServiceNow,  Jira",19
1119,Numérique Responsable ," Direction IT, Management informatique,  Gestion de projet IT,  Cyber sécurité,  Gouvernance SI,  Cloud computing,  Transformation digitale,  Responsable système d'information,  Architecture SI,  Stratégie numérique,  Agile,  ITIL,  Chef de projet informatique,  Digitalisation)",19
1125,Maîtrise de la sécurité des données : RGPD et protection informatique,"RGPD,  protection données,  sécurité informatique,  audit sécurité,  risques cyber,  conformité,  hacking éthique,  firewall, antivirus,  VPN,  intrusion detection system  IDS),  système de gestion des identités et des accès  IAM),  chiffrement,  cloud security.",58
1126,DPO - Data Protection Officer ,"RGPD,  conformité,  audit,  risques,  protection données,  menaces,  réglementations,  VPN,  Firewall,  antivirus,  SIEM,  SOC,  Cloud Security,  Gestion des identités",58
1129,Initiation aux méthodes Agiles ,"Méthodologie Agile, Scrum, Kanban,  sprint,  gestion de projet,  amélioration continue,  développement itératif, Jira, Trello, Azure DevOps,  Monday.com,  Asana,  Bitbucket,  GitHub",20
1131,Mettre en place une démarche Agile ,"Scrum, Kanban, Lean, XP, DevOps,  gestion de projet,  méthodologie agile,  Jira,  Azure DevOps,  Trello,  Monday.com,  Asana,  outil collaboratif,  gestion de tâches",20
1136,Obtenir la Certification AgilePM® - Agile Project Management Practitioner ,"AgilePM®, Scrum, Kanban, Lean, XP, DevOps, SAFe, gestion de projet, certification, méthodologie agile, management de projet, informatique,  SI,  méthodes agiles",20
1138,Leading SAFe® : certification SAFe Agilist ,"Scrum, Kanban, XP, Lean, DevOps, Jira, Azure DevOps,  gestion de projet,  méthodologie agile,  framework SAFe, certification,  transformation digitale,  gestion d'équipe,  amélioration continue",20
1142,Business analyst ,"UML,  Merise,  Scrum,  Agile,  MOF,  gestion de projet, analyse de besoin,  MS Project, Jira,  Trello,  Confluence,  Axure,  Power BI,  SQL",215
1144,PRINCE2® Practitioner ,"Gestion de projet,  méthodologie agile,  planification,  risques,  budget,  reporting,  contrôle, PRINCE2,  Agile,  Waterfall,  ITIL,  MS Project,  Jira,  Asana",215
1148,Du cahier des charges à la recette informatique ,"Gestion de projet, cahier des charges, recette, spécifications,  analyse, conception,  développement,  méthodologies agiles,  UML,  Scrum,  Kanban,  Waterfall,  Jira,  TFS",215
1152,Formation - ITIL® 4 Foundation ,"ITIL,gestion de projet,  infrastructure IT,  services IT,  support IT,  gestion d'incidents,  cycle de vie IT,  méthodologie ITIL,  gestion de configuration,  audit IT,  Cobit,  ITSM,  ServiceNow,  Jira",215
1157,Ingénierie Numérique : Révolutionner l'IA - Maîtrise du Projet,"IA,  Transformation digitale,  Ingénierie numérique,  Gestion de projet,  Intelligence artificielle,  Numérisation,  Innovation technologique,  Cloud computing,  Big data,  Machine learning,  Deep learning,  Agile,  DevOps,  Cyber sécurité",149
1159,Gestion de projet agile - Les fondamentaux ,"Scrum, Kanban, Lean, Agile, Jira, Trello, Asana, gestion de projet,  méthodologie agile, développement logiciel,  sprint, backlog,  produit,  utilisateur.",20
1162,Chef de projet agile ,"Gestion de projet, Agile, Scrum, Kanban, Waterfall,  Méthodologie,  Outils collaboratifs, Jira, Trello, Asana, Microsoft Project, Monday.com,  Azure DevOps,  Confluence",215
1165,Responsable Innovation ,"Innovation managériale, créativité organisationnelle,  méthodes créativité,  gestion projets innovants,  développement produits innovants,  brainstorming,  design thinking,  Agile, Lean Startup,  Scrum,  Kano, TRIZ,  Mind Mapping,  Business Model Canvas",59
1167,Lean start up : développer des produits et services innovants ," produits innovants, services innovants, développement produit, méthode agile,  lean management,  business model canvas, créativité, innovation ouverte,  design thinking,  Scrum, Kanban,  méthode Design Sprint,  Mind Mapping,  prototypage)",59
1172,Formation pratique aux plans d'expérience ,"Design Thinking, Brainstorming, créativité, innovation, expérimentation, prototypage, méthode agile, plans d'expérience, DOE,  Mind Mapping,  outils collaboratifs, gestion de projet,  Six Sigma, Lean Startup.",59
1175,Tout pour animer vos réunions de créativité ,"Brainstorming,  idéation,  mind mapping,  design thinking,  innovation,  animation,  réunion,  techniques,  outils,  méthodologies,  productivité,  collaboration,  Miro, Mural, Stormboard",83
1177,3h chrono pour savoir réaliser un brainstorming ,"Brainstorming, créativité, innovation, idées, solutions,  méthodologie,  technique,  temps,  réunion,  MindManager,  Miro, Mural, Stormboard,  Sketchnote",83
1180,Maîtrise de la Mobilité Internationale et de l'Expatriation : Stratégies et Management Global,"Expatriation, mobilité internationale, gestion des talents, stratégie globale, management interculturel, développement international, ressources humaines internationales,  Globalisation,  internationalisation,  délocalisation,  expat,  réinstallation,  relocalisation,  Relocation.",84
1185,Maîtriser les enjeux juridiques et financiers internationaux,"Risques internationaux, conformité juridique, droit international, finance internationale,  gestion de risques,  audit international,  due diligence,  contrôle interne,  règlements internationaux,  fiscalité internationale,  assurance crédit,  export, import,  placements internationaux,  Brexit.",167
1189,Maîtrisez la TVA Internationale : Expertise Juridique et Financière,"TVA intracommunautaire,  fiscalité internationale,  droit international,  compliance,  gestion des risques,  export,  import,  douane,  juridique fiscal,  finance internationale,  contrôle fiscal,  optimisation fiscale,  SAP,  Oracle,  Sage",167
1192,Commerce international : Maîtrisez les négociations à l'international,"Négociation commerciale, vente internationale, commerce extérieur, accords internationaux, techniques de négociation,  stratégies commerciales,  marchés internationaux,  Incoterms,  Douanes,  Relations internationales,  Microsoft Teams, Zoom, Skype,  GoToMeeting, Webex",192
1195,"Maîtrise du Transport International : Logistique, Douane et Opérations Avancées","Logistique internationale, transport maritime, transport aérien, transport routier,douane, incoterms, fret,  gestion de projet logistique, chaîne logistique,  supply chain,  opérations douanières, réglementation douanière,  transport multimodal,  e-commerce international",168
1197,Connaître la réglementation douanière et maîtriser le transport - Niveau 2 ,"Réglementation douanière, transport international, logistique, douanes, incoterms, fret,  expédition,  marchandises,  documents douaniers,  transport maritime, transport aérien, transport routier,  formation douane,  logistique internationale.",168
1201,Maîtrisez les Achats Globaux : Stratégies Internationales d'Approvisionnement,"Approvisionnement global, sourcing international, négociations internationales, logistique internationale, gestion des risques, stratégies d'achat, conformité réglementaire, SAP Ariba, Coupa, Oracle Procurement Cloud, Jaggaer, Zycus, Tradeshift, World Trade Organization",85
1205,Maîtrise du Transport International et Réglementation Douanière : Expertise Logistique Globale," transport international, réglementation douanière, logistique globale, chaîne d'approvisionnement,  incoterms,  douanes, fret maritime,  transport routier, transport aérien, transport ferroviaire,  Incoterms,  CNUCED,  WCO,  IATA)",114
1208,"Commandements du commerce international :  Optimiser vos flux Douane, Transport et Logistique"," Douane, Transport, Logistique, Commerce international, Optimisation, Flux, Commandements,  Incoterms,  Règles,  Gestion,  Import-Export,  Shipping,  Aérien, Maritime, Ferroviaire)",114
1209,"Maîtrise du Transport International:  Douane, Logistique et Opérations Essentielles","Douanes, logistique, transport international, incoterms, fret maritime, fret aérien, fret ferroviaire,  transport routier, réglementation douanière, chaîne logistique,  opérations portuaires,  expédition internationale,  documents douaniers,  sécurité douanière",114
1357,MyStory de Manager : réussir les 100 premiers jours ,"leadership, management, équipe, coaching, motivation, communication,  gestion de projet,  succession,  intégration,  délégation,  performance,  objectif,  outils managériaux,  modèle situationnel.   Asana, Trello, Monday.com, Slack, Microsoft Teams, Jira, Notion)",187
1359,"3h Chrono pour manager : fixer des objectifs ""SMART"" ","Leadership,  Objectifs SMART,  Motivation,  Délégation,  Communication,  Gestion du temps,  Performance d'équipe,  Management participatif,  Coaching,  Feedback,  Agile, Scrum,  Kanban,  Ressources humaines",187
1363,Diriger avec Excellence : Éthique et Leadership en Action, management leadership diriger excellence éthique leadership action  équipe motivation performance  coaching mentoring  Gestion de projet  Intelligence émotionnelle  Leadership transformationnel  Servant leadership  Harvard Business Review  McKinsey  ),145
1366,Diriger avec Équité : Maîtriser les Situations Discriminatoires,"Diversité, inclusion, équité, discrimination, management inclusif, leadership responsable,  harcèlement moral,  outils de gestion RH,  formations diversité,  sensibilisation,  méthodes de gestion,  coaching interculturel,  TalentSoft,  Workday,  BambooHR",111
1368,Intelligence Artificielle : Révolutionnez Votre Contenu Marketing,"Marketing automation, contenu optimisé, stratégie digitale, analyse de données,  IA générative,  publicité en ligne,  SEO,  Google Ads, Facebook Ads,  SEMrush,  HubSpot,  Hootsuite,  ChatGPT,  Jasper",193
1371,Maîtrisez le Marketing Digital : Techniques Fondamentales pour Experts,"SEO, SEM,  SMM,  référencement,  analytique web,  publicité en ligne,  email marketing, Google Ads, Facebook Ads,  Instagram Ads,  Google Analytics,  Twitter Ads,  LinkedIn Ads,  Bing Ads",193
1377,Responsable marketing ,"Marketing digital, stratégie marketing, inbound marketing, marketing automation, content marketing, analyse marketing, e-réputation. Google Ads, Facebook Ads, LinkedIn Ads, Instagram Ads, Twitter Ads, Email Marketing",193
1380,Innovation Marketing : Maîtrisez le Digital et boostez votre croissance,"Marketing digital, stratégie digitale, inbound marketing,  growth hacking,  analyse web,  SEO,  SEM, Google Ads, Facebook Ads,  Instagram Marketing,  LinkedIn Marketing,  outils marketing,  méthodologies marketing,  e-commerce.",193
1383,Le marketing opérationnel ,"Marketing digital, stratégie marketing, inbound marketing, marketing automation,  analyse web,  publicité en ligne,  e-commerce,  Google Ads,  Facebook Ads,  LinkedIn Ads,  SEO, SEM,  email marketing,  marketing d'influence",193
1388,Devenez un Expert en Marketing Digital : Maîtrisez la Communication et le Marketing,"Marketing digital, communication digitale, stratégie digitale, inbound marketing,  SEO, SEM,  analyse web,  Google Analytics,  Facebook Ads,  Instagram Marketing,  Google Ads,  réseaux sociaux,  email marketing,  contenu marketing",193
1391,Augmentez la Performance de vos Actions Marketing Digital,"SEO, SEA,  analyse web,  Google Analytics,  publicité digitale,  réseaux sociaux,  e-mailing,  Google Ads, Bing Ads, Facebook Ads,  Instagram Ads, LinkedIn Ads,  Twitter Ads,  marketing automation",193
1392,Événements digitaux : stratégies marketing performantes,"Marketing digital, stratégie digitale, événement virtuel,  marketing d'influence,  communication digitale,  publicité en ligne,  analyse web,  Google Analytics,  Facebook Ads,  Hootsuite,  Mailchimp,  SEMrush,  HubSpot,  Sprout Social",193
1396,Branding Luxe : Maîtriser l'Art du Marketing Digital et de la Communication Visuelle,"Branding luxe, communication visuelle, stratégie digitale,  marketing de luxe,  influence marketing,  publicité digitale,  e-réputation. Instagram, Facebook, Pinterest, TikTok, LinkedIn, YouTube, Snapchat",193
1398,Maîtrisez le Marketing Digital : Automatisation pour une Croissance Explosive,"Automatisation marketing,  marketing automation,  lead nurturing,  email marketing,  marketing digital,  croissance marketing,  analyse marketing,  HubSpot,  Mailchimp,  ActiveCampaign,  Zapier,  Make,  Google Ads,  Salesforce",193
1403,Responsable Expérience Client ,"Marketing digital, expérience client,  stratégie digitale,  analyse web,  acquisition client, fidélisation client,  relation client,  Google Analytics,  HubSpot,  SEMrush,  Adobe Analytics,  Salesforce,  Facebook Ads,  Google Ads",193
1407,Sublimez l'Expérience Client : Maîtrise du Marketing Digital,"Expérience client, satisfaction client, fidélisation client, stratégie digitale,  marketing automation,  analyse web,  inbound marketing, Google Analytics,  Facebook Ads,  Instagram Marketing,  SEO, SEM,  Google My Business,  HubSpot",193
1412,Maîtrisez l'Art de la Création Visuelle Web et Réseaux Sociaux,"Création visuelle, graphisme web, réseaux sociaux, design, infographie, image de marque, storytelling,  Photoshop, Illustrator, Canva,  InDesign, Figma,  Procreate,  GIMP",193
1416,Révolutionnez Votre Marketing Digital : L'Art du Rewriting,"Réécriture, contenu, SEO,  optimisation,  trafic,  conversion,  publicité,  Google Ads,  Facebook Ads,  SEMrush,  Ahrefs,  Wordpress,  Copywriting,  marketing automation",193
1419,Dirigez la stratégie digitale : Maîtrise du community management et du marketing de contenu,"Community management, marketing de contenu, stratégie digitale, réseaux sociaux, SEO, analyse web, publicité en ligne,  Facebook, Instagram, Twitter, LinkedIn, TikTok, Google Ads, YouTube",193
1422,Maîtrisez la publicité digitale : stratégies web et réseaux sociaux performantes,"Publicité digitale, stratégie web, réseaux sociaux, performance marketing, campagne publicitaire,  analyse web,  influence marketing, Google Ads, Facebook Ads, Instagram Ads, LinkedIn Ads, Twitter Ads,  TikTok Ads,  SEO.",193
1426,E-commerce : Maîtrisez le marketing digital haut de gamme,"Marketing digital, e-commerce, stratégie digitale, inbound marketing, marketing automation,  analyse web,  publicité en ligne, Google Ads, Facebook Ads,  Instagram Marketing, SEO, SEM,  Email Marketing,  Shopify",193
1429,E-commerce express : Lancez votre boutique en ligne en 3h,"Shopify, WooCommerce, Wix, PrestaShop, Etsy,  WordPress,  Squarespace,  e-commerce,  vente en ligne,  marketing digital,  création site web,  business plan,  publicité online,  SEO",193
1435,Maîtrisez le Marketing Digital : Devenez Chef de Projet Expert,"Marketing digital, chef de projet, stratégie digitale, web marketing, community management,  SEO,  SEM,  Google Ads, Facebook Ads, LinkedIn Ads, Instagram Marketing,  Analyse web,  Google Analytics",193
1438,WordPress : Maîtrisez le Web Marketing Niveau Expert,"SEO,  webmarketing,  contenu,  analyse,  conversion,  référencement,  publicité,  Google Analytics,  SEMrush,  WordPress,  Shopify,  HubSpot,  Mailchimp,  Google Ads",193
1441,Créez des contenus marketing captivants avec l'IA : Tendances digitales et culture web,"Marketing digital, contenu marketing, IA générative, stratégie digitale,  réseaux sociaux,  influence marketing,  community management,  outils marketing,  analyse de données,  création de contenu,  publicité digitale,  veille concurrentielle,  SEO,  SEM. ChatGPT, Bard, Jasper,  HubSpot,  SEMrush,  Buffer,  Hootsuite.",150
1443,Stratégies digitales innovantes : maîtriser les tendances du marché,"Marketing digital, stratégie marketing,  communication digitale,  analyse de marché,  webmarketing,  influence marketing,  community management,  Google Analytics,  Facebook Ads,  Instagram Marketing,  SEO,  SEM,  TikTok Marketing,  Twitter Marketing",150
1446,Décryptage Blockchain :  Marketing Digital et Nouvelles Tendances,"Marketing digital, stratégies digitales, webmarketing,  analyse web,  community management, influence marketing,  e-réputation,  blockchain,  cryptomonnaies, NFT,  métavers,  web3,  marketing d'influence,  SEO",150
1450,Dirigez la Transformation Digitale : Maîtrise des Tendances Marketing,"Marketing digital, stratégie digitale, transformation digitale,  influence marketing,  webmarketing,  community management,  e-réputation,  analyse web,  veille concurrentielle,  SEO,  SEM,  Google Analytics,  Facebook Ads,  Instagram Marketing",150
1452,Maîtrisez la Communication Digitale : Stratégie Avancée sur les Réseaux Sociaux,"Stratégie digitale, community management,  influence marketing,  publicité en ligne,  analyse web,  contenu digital,  réputation en ligne, Facebook, Instagram, Twitter, LinkedIn, TikTok, YouTube, Pinterest",86
1456,Maîtrisez l'influence digitale : réseaux sociaux et gestion de communauté,"Influence digitale, gestion de communauté, réseaux sociaux, médias sociaux, marketing digital, communication digitale, community management,  outils marketing, stratégie digitale, analyse de données,  Facebook, Instagram, Twitter, LinkedIn, TikTok",86
1459,Instagram : Maîtriser la Stratégie Marketing Digitale,"Instagram, Stratégie marketing, médias sociaux, réseaux sociaux,  publicité digitale,  engagement, influence marketing,  Facebook, Twitter, TikTok, Pinterest, LinkedIn,  Youtube, Snapchat",86
1463,Dirigez votre stratégie digitale : Maîtrise du marketing opérationnel,"Marketing digital, stratégie digitale,  marketing automation,  analyse web,  e-commerce,  lead generation,  publicité en ligne, Google Analytics,  SEMrush,  HubSpot, Mailchimp,  Hootsuite,  Facebook Ads, Google Ads",115
1466,Maîtrisez le Marketing Digital : Stratégies Opérationnelles Performantes,"Marketing digital, stratégie digitale,  marketing automation,  inbound marketing,  webmarketing,  e-commerce,  analyse web,  SEO,  SEM,  Google Ads,  Facebook Ads,  LinkedIn Ads,  Google Analytics,  HubSpot",115
1469,Attirer et fidéliser vos clients en ligne : Maîtrise du marketing web opérationnel,"acquisition client, fidélisation client, stratégie digitale, marketing online, webmarketing, inbound marketing, marketing automation, Google Ads, Facebook Ads, SEO, SEM,  email marketing, réseaux sociaux, CRM",115
1474,Créez une stratégie marketing entrante irrésistible,"Stratégie inbound,  marketing digital,  content marketing,  lead generation,  analyse web,  SEO,  réseaux sociaux,  HubSpot,  WordPress,  Mailchimp,  SEMrush,  Google Analytics,  Hootsuite,  Buffer",21
1478,Création de Contenus Marketing Révolutionnaire grâce à l'IA,"IA générative,  stratégie marketing, contenu viral,  réseaux sociaux,  analyse de données,  optimisation SEO,  automatisation marketing, ChatGPT, Jasper, Copy.ai,  Bard,  Murf.ai,  Rytr,  Synthesia",21
1481,Emailing d'exception : Maîtrisez le marketing de contenu,"Email marketing, newsletter, stratégie contenu,  automatisation marketing,  marketing digital, lead nurturing,  campagne emailing,  HubSpot, Mailchimp, Sendinblue, ActiveCampaign, ConvertKit, GetResponse, Drip",21
1484,Créez des Newsletters Magnétiques : Le Guide Ultime du Content Marketing,"Newsletter, Content marketing, Email marketing, Stratégie digitale, Marketing automation,  Lead generation,  Engagement,  Mailchimp, ConvertKit, Sendinblue, ActiveCampaign, HubSpot, GetResponse, AWeber",21
1487,Branding Luxe : Maîtrise de l'image de marque par le contenu visuel," Branding, Luxe, Image de marque, Contenu visuel, Stratégie de contenu,  Marketing digital, Communication visuelle,  Instagram, Pinterest,  Facebook,  TikTok,  Adobe Photoshop, Adobe Illustrator,  Canva)",21
1490,Synergie Marketing : Stratégie Client et Ventes Optimales,"Marketing digital,  stratégie commerciale,  acquisition clients, fidélisation clients,  analyse marketing,  vente,  performance marketing,  Google Ads,  Facebook Ads,  LinkedIn Ads,  email marketing,  SEO,  SEM,  CRM",22
1491,Architecturer votre Suprématie Marketing : Stratégie et Action,"Stratégie marketing,  plan marketing,  analyse concurrentielle,  segmentation marché,  étude de marché,  veille concurrentielle,  marketing digital,  Modèle Canvas, SWOT,  marketing automation,  Google Analytics,  HubSpot,  SEMrush,  Mailchimp,  Hootsuite",22
1499,Dirigez vos études marketing avec stratégie et finesse,"Marketing digital, stratégie marketing, études de marché, analyse marketing,  plan marketing,  cible marketing,  marketing d'influence,  Google Analytics,  SEMrush, Hubspot, Mailchimp,  Hootsuite,  Google Ads, Facebook Ads",22
1502,Architecte de l'Expérience Client : Maîtriser le Marketing CX-UX,"Expérience utilisateur,  satisfaction client,  parcours client,  persona,  carte empathie,  analyse qualitative,  benchmarking,  Design Thinking,  Customer Journey Mapping,  Service Design,  UX Design,  UI Design,  Interaction Design,  Lean UX",216
1863,Bien-être et Performance au Travail :  Responsabilité Sociale et Développement Durable,"Bien-être,  Performance,  Santé, Sécurité,  Qualité de vie,  Développement durable, Responsabilité sociale,  ISO 14001,  ISO 45001,  Outils RSE,  Méthodes amélioration continue,  Bilan carbone,  Engagement collaborateurs,  Qualité de vie au travail,  Bâtiments durables,  Éco-conception,  Management environnemental.",194
1865,Guide pratique de l'ISO 45001 ,"ISO 45001, santé sécurité travail, qualité de vie au travail, développement durable, RSE,  management risques,  audit interne,  amélioration continue,  sécurité industrielle,  OHSAS 18001,  BS OHSAS 18001,  ISO 14001,  VCA,  SMETA",194
1869,Bien-être au travail et RSE :  Piloter la transition vers un télétravail performant et durable,"Télétravail, performance, bien-être, durabilité, santé, sécurité, qualité de vie,  RSE, développement durable,  ergonomie,  télétravail collaboratif,  gestion du temps,  outils collaboratifs,  plateformes de communication.  Zoom, Microsoft Teams, Slack, Google Meet,  Trello, Asana,  Monday.com",194
1870,Bien-être au travail : Prévenir le burn-out et construire une entreprise durablement responsable,"Bien-être, prévention, burn-out, développement durable, RSE, santé au travail, sécurité au travail,  méthodes, outils,  formation,  programme,  coaching,  consultations,  ISO 14001,  ISO 45001,  B Corp,  Label Lucie.",194
1875,Inclusion et Diversité : Devenez Référent Handicap en RSE,"RSE, développement durable, inclusion, diversité, handicap, égalité, accessibilité, référent,  sensibilisation,  formation,  entreprise,  emploi,  normes, législation,  ISO 14001,  ISO 26000,  GRI,  Global Reporting Initiative,  label RSE",195
1876,Épanouissement et Inclusion : Construire une Entreprise Respectueuse et Performante,"Diversité, inclusion,  épanouissement, RSE, développement durable,  performance, entreprise responsable,  outils RSE,  méthodologies RSE,  management inclusif,  audit RSE,  formation RSE,  engagement collaborateur,  égalité professionnelle.  ISO 26000, GRI Standards, Global Reporting Initiative,  SA8000,  B Corp,  Ethique  et Comptabilité.",195
1885,Mastère Spécialisé® Management des Marchés de l’Énergie ,"Développement durable,  transition énergétique,  RSE,  ESG,  énergie renouvelable,  empreinte carbone,  management environnemental,  marché de l'énergie,  gestion de l'énergie,  efficacité énergétique,  économie circulaire,  normes environnementales,  énergie verte,  énergies fossiles.",169
1887,Bien-être intégral au travail : Stratégie RSE pour une vie épanouie,"Bien-être, Santé sécurité travail, Qualité de vie au travail, Développement durable,  RSE,  Engagement collaborateur,  Epanouissement professionnel,  ISO 14001, ISO 45001,  B Corp,  Label Lucie,  EcoVadis,  Bilan Carbone.",194
1888,Ingénierie RSE : Bâtir une Culture d'Inclusion et d'Équité d'entreprise,"Inclusion, Diversité, Équité, RSE, Développement durable, Éthique, Gouvernance,  Méthodologies RSE,  Audits RSE,  Normes ISO,  Engagement sociétal,  Communication RSE,  Sensibilisation,  Formation RSE.  GRI, Global Reporting Initiative,  SA8000,  ISO 26000",60
1892,Éthique et Diversité en Entreprise : Excellence RSE et Développement Durable,"RSE, Développement durable, Éthique, Diversité, Inclusion, Gouvernance, Responsabilité sociale,  Engagement,  Soutenabilité,  Diversité managériale,  Égalité,  Normes ISO 26000,  GRI Standards,  Global Reporting Initiative.  B Corp,  EcoVadis",60
1894,Intégration Éthique et Diversité : Maîtriser les Situations Discriminatoires en Entreprise,"Diversité, inclusion, éthique, discrimination, RSE, développement durable, responsabilité sociale,  intégration,  sensibilisation,  gestion des conflits,  droit du travail,  harcèlement,  égalité,  compliance.  Ethique  et Diversité,  RSE, développement durable, ISO 26000,  GRI,  SASB,  Global Reporting Initiative.",60
1897,Diriger avec Impact :  L'Ethique et le Management Durable pour une RSE Exemplaire,"RSE, Développement durable, Management durable, Éthique, Leadership responsable, Gouvernance d'entreprise, Impact social,  Responsabilité sociétale,  Développement durable,  ISO 26000, GRI,  Bilan carbone,  B Corp,  Greenwashing",116
1898,Responsabilité Sociétale et Développement Durable :  Leadership Transformateur pour un Avenir Durable,"RSE, Développement durable, Leadership, Management, Responsabilité sociale,  Éthique, Gouvernance,  Impact,  Durabilité,  ESG,  B Corp, ISO 26000,  Bilan Carbone,  Greenwashing.",116
